===== PARAMETERS =====
Total rows : 1813
Reference system: Sol
Area of search : 250 ly
Gas types Class I gas giant +Class II gas giant +Class III gas giant +Class IV gas giant +Class V gas giant +Gas giant with ammonia-based life +Gas giant with water-based life +Hellium-rich gas giant
Ref star types : M (Red giant) Star + M (Red dwarf) Star + M (Red super giant) Star + T Tauri Star
==========
System name,Distance from Sol (ly),System stars count,System suitable stars count,Gas Body Name,Gas Body Surface Temperature (K),Gas Sub Type,Gas distance from arrival (ls),Gas has multiple stars ?,Gas star as orbit center ?,Gas orbit centers count,Gas orbital eccentricity,Gas semi major axis (ls),Gas semi minor axis (ls),Ref Star Name,Ref Star Sub Type,Ref Star Temp Class,Ref Star Distance from arrival (ls),Ref Star Radius,Ref Star Luminosity,Ref Star Age,Ref Star Temperature,Biggest Suitable Star Radius,Cold Stars Count,Coldest star temp,Cold Stars Luminosities,Has T Tauri Star ?,8th Moon Name,8th Moon Distance from arrival (ls),8th Moon Sub Type,8th Moon Surface Temperature (K),8th Moon Radius
10 Serpentis,129.60,3,1,10 Serpentis A 3,522,Class III gas giant,3975.4221,false,true,2,0.0502,3843.4862115,3838.640287097117,10 Serpentis B,M (Red dwarf) Star,2,48398.6914,0.6537,Va,1312,3425,0.6537,0,,-,false,10 Serpentis A 3 f,3990.8799,Rocky body,196,1241.9884
LHS 492,77.66,1,1,LHS 492 5,503,Class III gas giant,1985.744,false,true,1,0.0002,1986.0399,1986.0398602792015,LHS 492,M (Red dwarf) Star,3,0,0.5722,V,3414,3291,0.5722,0,,-,false,LHS 492 5 f a,1990.3582,Icy body,74,1548.7695
LTT 8190,83.62,3,1,LTT 8190 A 3,503,Class III gas giant,880.1867,false,true,2,0.0001,880.145019,880.1450145992748,LTT 8190 B,M (Red dwarf) Star,7,272216.5625,0.4326,Va,1428,2502,0.4326,0,,-,false,LTT 8190 A 3 f,873.5788,Icy body,96,1604.2279
Gendenwitha,163.91,3,2,Gendenwitha A 1,501,Class III gas giant,995.5659,false,true,2,0.0017,996.4630844999999,996.4616446098024,Gendenwitha C,M (Red dwarf) Star,9,433207.6562,0.3367,VI,1754,2076,0.5887,1,2076,-VI-,false,Gendenwitha A 1 f a,1004.7891,Rocky body,158,640.8739
LTT 9299,89.96,3,2,LTT 9299 ABC 1,497,Class III gas giant,2054.5518,true,false,1,0.0002,2304.5547914999997,2304.5547454089033,LTT 9299 B,M (Red dwarf) Star,9,923.2864,0.4205,Va,7040,2386,0.4205,2,2088,-Va-VI-,false,LTT 9299 ABC 1 f,2060.374,Icy body,81,1582.7424
EP Eridani,33.77,2,1,EP Eridani AB 1,496,Class III gas giant,1806.6237,true,false,2,0.0376,0.24950250000000002,0.24932606929307566,EP Eridani B,M (Red dwarf) Star,5,1623.821,0.6176,Va,9306,2992,0.6176,0,,-,false,EP Eridani AB 1 g a,1816.769,Icy body,113,633.5921
HIP 7564,144.68,2,1,HIP 7564 AB 1,496,Class III gas giant,4017.8186,true,false,1,0.187,5024.082141,4935.456898340239,HIP 7564 B,M (Red dwarf) Star,3,3039.8511,0.5457,Va,4784,3303,0.5457,0,,-,false,HIP 7564 AB 1 f a,3995.0027,Icy body,111,1118.3146
HIP 28452,155.24,2,1,HIP 28452 AB 1,494,Class III gas giant,2086.5208,true,false,1,0.0001,2523.5181855,2523.5181728824086,HIP 28452 B,M (Red dwarf) Star,7,1643.9249,0.4762,Va,7316,2555,0.4762,0,,-,false,HIP 28452 AB 1 h,2070.395,Icy body,103,1192.3781
Skuta,97.61,3,1,Skuta A 3,490,Class III gas giant,2419.5725,false,true,2,0.006,2421.272061,2421.2284777106483,Skuta C,M (Red dwarf) Star,9,15588.1445,0.463,Va,8622,2379,0.463,1,2379,-Va-,false,Skuta A 3 g,2422.5422,Rocky body,130,925.7479
Mundigal,154.79,1,1,Mundigal 11,488,Class III gas giant,2133.6057,false,true,1,0.0049,2123.665479,2123.6399842428914,Mundigal,M (Red dwarf) Star,3,0,0.5411,Va,5824,3269,0.5411,0,,-,false,Mundigal 11 h,2141.0142,Icy body,60,2254.4448
Usdian,148.91,1,1,Usdian 5,481,Class III gas giant,2114.3967,false,true,1,0.1843,2326.1118075,2286.2655987386747,Usdian,M (Red dwarf) Star,1,0,0.6454,Va,5106,3680,0.6454,0,,-,false,Usdian 5 f,2132.2622,Icy body,133,2795.4812
Kairrodo,153.63,3,1,Kairrodo ABC 1,472,Class III gas giant,3352.79,true,false,0,0.0002,2771.9228745,2771.9228190615418,Kairrodo B,M (Red dwarf) Star,5,1496.568,0.5346,Va,2364,3077,0.5346,0,,-,false,Kairrodo ABC 1 h,3299.4238,Icy body,78,2197.4629
Shoshonean,159.88,3,2,Shoshonean ABC 3,463,Class III gas giant,1926.473,true,false,1,0.0006,2168.4761280000002,2168.475737674262,Shoshonean B,M (Red dwarf) Star,6,464.1984,0.469,Va,632,2719,0.469,0,,-,false,Shoshonean ABC 3 h,1961.7518,Icy body,58,3321.2795
Bered,143.93,3,1,Bered ABC 1,463,Class III gas giant,1117.0533,true,false,1,0,1181.7935415,1181.7935415,Bered B,M (Red dwarf) Star,7,367.372,0.4828,Va,4672,2517,0.4828,0,,-,false,Bered ABC 1 h,1103.3564,Rocky body,416,552.2814
Col 285 Sector VF-L b9-1,223.52,3,2,Col 285 Sector VF-L b9-1 ABC 2,462,Class III gas giant,1639.9941,true,false,2,0.0184,0.8483084999999999,0.8481648861806174,Col 285 Sector VF-L b9-1 B,M (Red dwarf) Star,9,534.7802,0.3865,Va,4670,2275,0.5052,1,2275,-Va-,false,Col 285 Sector VF-L b9-1 ABC 2 g,1624.7755,Icy body,77,2072.106
LTT 12378,115.98,2,1,LTT 12378 A 8,459,Class III gas giant,4565.7178,false,true,2,0.0025,4562.9516205,4562.937361253906,LTT 12378 B,M (Red dwarf) Star,9,368811.875,0.4109,Va,1012,2364,0.4109,1,2364,-Va-,false,LTT 12378 A 8 g,4557.9307,Icy body,118,2059.6335
HR 244,61.18,3,1,HR 244 ABC 4,459,Class III gas giant,5012.5479,true,false,1,0.0001,4531.5143055,4531.514282842427,HR 244 C,M (Red dwarf) Star,4,1622.6877,0.4787,Va,3528,3177,0.4787,0,,-,false,HR 244 ABC 4 f a,4951.8794,Icy body,109,1075.3845
Col 285 Sector NI-S c4-6,227.37,2,1,Col 285 Sector NI-S c4-6 A 11,457,Class III gas giant,2263.3672,false,true,2,0.0115,2264.584491,2264.4347403992397,Col 285 Sector NI-S c4-6 B,M (Red dwarf) Star,6,69398.0234,0.5309,Vz,214,2705,0.5309,0,,-,false,Col 285 Sector NI-S c4-6 A 11 f,2271.9219,Rocky body,153,1169.3926
HIP 45996,156.66,5,3,HIP 45996 ABCD 1,456,Class III gas giant,1588.6736,true,false,2,0.0001,1899.911637,1899.9116275004415,HIP 45996 D,M (Red dwarf) Star,8,853.1649,0.4429,Va,5136,2424,0.4991,1,2424,-Va-,false,HIP 45996 ABCD 1 g,1591.2048,Rocky body,189,1555.7117
HIP 105439,151.14,3,1,HIP 105439 AB 4,454,Class III gas giant,1368.1506,true,false,2,0.0008,1375.2078795,1375.2074394334081,HIP 105439 B,M (Red dwarf) Star,2,45.7424,0.5976,Va,6112,3481,0.5976,0,,-,false,HIP 105439 AB 4 h,1346.6414,Rocky body,245,508.1034
Wolf 751,32.54,1,1,Wolf 751 5,453,Class III gas giant,1184.7355,false,true,1,0.0033,1183.2905565,1183.2841134653786,Wolf 751,M (Red dwarf) Star,3,0,0.5626,V,9148,3302,0.5626,0,,-,false,Wolf 751 5 g,1165.0233,Icy body,73,2083.0786
Kepler-138,200.01,1,1,Kepler-138 5,453,Class III gas giant,1939,false,false,0,0.0008,1940.6304449999998,1940.629823998158,Kepler-138,M (Red dwarf) Star,3,0,0.5873,V,1820,3385,0.5873,0,,-,false,Kepler-138 5 g,1929,Icy body,68,3062.0381
Trocnades,46.49,2,1,Trocnades AB 2,451,Class III gas giant,2011.6945,true,false,1,0.0002,2052.5572665,2052.557225448854,Trocnades A,M (Red dwarf) Star,1,0,0.7043,Va,344,3653,0.7043,0,,-,false,Trocnades AB 2 g,2030.4604,Icy body,71,3397.9436
LP 933-24,105.40,1,1,LP 933-24 3,451,Class III gas giant,2061.9631,false,true,1,0.005,2072.367765,2072.341860241031,LP 933-24,M (Red dwarf) Star,3,0,0.5722,V,4904,3255,0.5722,0,,-,false,LP 933-24 3 h,2042.1996,Icy body,197,2397.7627
61 Ursae Majoris,31.33,4,1,61 Ursae Majoris AB 5,436,Class III gas giant,3257.1423,true,false,1,0.0027,3316.8363345,3316.8242446095264,61 Ursae Majoris B,M (Red dwarf) Star,7,257.1936,0.5244,Va,1032,2573,0.5244,0,,-,false,61 Ursae Majoris AB 5 h,3258.2019,Icy body,90,3606.7864
LTT 11958,112.29,2,1,LTT 11958 A 7,435,Class III gas giant,2083.0376,false,true,2,0.0052,2072.4176655,2072.3896462237512,LTT 11958 B,M (Red dwarf) Star,5,25009.9023,0.5793,Va,1172,2948,0.5793,0,,-,false,LTT 11958 A 7 h,2065.8264,Rocky body,267,1177.4188
NLTT 21176,80.69,1,1,NLTT 21176 6,435,Class III gas giant,1811.8472,false,true,1,0.0017,1809.192528,1809.1899137149082,NLTT 21176,M (Red dwarf) Star,3,0,0.5934,V,5740,3371,0.5934,0,,-,false,NLTT 21176 6 h,1806.8647,Icy body,111,1281.7616
Lyncis Sector EG-Y d124,178.20,4,3,Lyncis Sector EG-Y d124 CD 1,426,Class III gas giant,34370.8867,true,false,2,0.002,1203.7497615,1203.7473539980697,Lyncis Sector EG-Y d124 D,M (Red dwarf) Star,7,33813.25,0.4131,Va,1614,2537,0.6056,0,,-,false,Lyncis Sector EG-Y d124 CD 1 h,34375.9375,Rocky body,152,906.521
Can Zu,147.33,1,1,Can Zu 1,424,Class III gas giant,844.4069,false,true,1,0.005,848.607903,848.5972953349141,Can Zu,M (Red dwarf) Star,5,0,0.5175,Va,5580,3003,0.5175,0,,-,false,Can Zu 1 f,834.9318,Icy body,86,1879.8236
LFT 1748,45.95,2,1,LFT 1748 A 9,424,Class III gas giant,3227.8674,false,true,2,0.0101,3259.0515555,3258.885323335968,LFT 1748 A,M (Red dwarf) Star,2,0,0.5801,V,1884,3423,0.5801,0,,-,false,LFT 1748 A 9 f,3271.79,Icy body,55,2108.6257
Coastsege,199.56,2,1,Coastsege AB 1,420,Class III gas giant,1990.7819,true,false,2,0.1379,1.1477115,1.1367464445683344,Coastsege A,M (Red dwarf) Star,3,0,0.5393,Va,2734,3361,0.5393,0,,-,false,Coastsege AB 1 g,1991.0167,Icy body,76,2846.7703
Col 285 Sector YH-X b16-0,184.94,1,1,Col 285 Sector YH-X b16-0 7,417,Class III gas giant,1974.1294,false,true,1,0.0183,2008.794528,2008.4581372344246,Col 285 Sector YH-X b16-0,M (Red dwarf) Star,5,0,0.5304,Va,682,3000,0.5304,0,,-,false,Col 285 Sector YH-X b16-0 7 g a,1957,Icy body,179,922.095
28 Doradus,231.65,3,1,28 Doradus AB 1,415,Class III gas giant,3938.6267,true,false,0,0.0005,3807.5578515,3807.557375555239,28 Doradus C,M (Red dwarf) Star,6,338269.9688,0.4988,Va,5194,2714,0.4988,0,,-,false,28 Doradus AB 1 h,3942.2288,Rocky body,229,816.3739
LHS 6305,73.61,4,1,LHS 6305 A 5,413,Class III gas giant,1339.1688,false,true,2,0,1339.1797185,1339.1797185,LHS 6305 B,M (Red dwarf) Star,8,120714.8438,0.462,Va,7964,2499,0.462,1,2499,-Va-,false,LHS 6305 A 5 g,1348.4485,Icy body,49,2464.2793
Col 285 Sector ZI-D b27-9,247.66,1,1,Col 285 Sector ZI-D b27-9 3,411,Class III gas giant,732.5548,false,true,1,0,732.5393399999999,732.5393399999999,Col 285 Sector ZI-D b27-9,M (Red dwarf) Star,5,0,0.5456,Va,9896,3015,0.5456,0,,-,false,Col 285 Sector ZI-D b27-9 3 h,731,Icy body,100,1739.2755
Hyades Sector LD-Q b6-1,154.16,1,1,Hyades Sector LD-Q b6-1 13,411,Class III gas giant,2957.8665,false,true,1,0.0138,2929.957758,2929.678754138277,Hyades Sector LD-Q b6-1,M (Red dwarf) Star,2,0,0.6504,Va,314,3489,0.6504,0,,-,false,Hyades Sector LD-Q b6-1 13 h,2917.9983,Icy body,60,5154.5483
HIP 60831,142.23,5,2,HIP 60831 AB 3,408,Class III gas giant,2519.8855,true,false,2,0.0017,2586.4926165,2586.4888790154687,HIP 60831 B,M (Red dwarf) Star,2,271.0686,0.5779,Va,2984,3464,0.5779,0,,-,false,HIP 60831 AB 3 h,2522.1519,Rocky body,154,1189.1279
Col 285 Sector XF-E c12-15,173.32,3,1,Col 285 Sector XF-E c12-15 ABC 1,408,Class III gas giant,1813.5399,true,false,1,0.0062,1833.7934745,1833.7582286507043,Col 285 Sector XF-E c12-15 C,M (Red dwarf) Star,5,154.1145,0.4909,Va,2858,3027,0.4909,0,,-,false,Col 285 Sector XF-E c12-15 ABC 1 g,1806.0081,Rocky body,175,1162.771
HIP 10653,235.52,2,1,HIP 10653 B 7,407,Class III gas giant,178176.75,false,true,2,0.0033,2845.4762115,2845.460717839847,HIP 10653 B,M (Red dwarf) Star,1,178360.75,0.6698,Va,1198,3652,0.6698,0,,-,false,HIP 10653 B 7 g,178244.875,Icy body,130,2445.5842
2 Lyncis,156.60,3,1,2 Lyncis BC 5,405,Class III gas giant,29511.6699,true,false,2,0.0105,1603.9517715000002,1603.863351221445,2 Lyncis C,M (Red dwarf) Star,7,30305.3906,0.4718,Va,734,2503,0.4718,0,,-,false,2 Lyncis BC 5 g,29514.5156,Rocky body,248,1033.2463
HIP 60831,142.23,5,2,HIP 60831 AB 2,404,Class III gas giant,2046.3423,true,false,2,0.0005,2105.4517965,2105.4515333185086,HIP 60831 B,M (Red dwarf) Star,2,271.0686,0.5779,Va,2984,3464,0.5779,0,,-,false,HIP 60831 AB 2 g,2057.8159,Rocky body,167,1035.8064
Giltine,133.34,2,1,Giltine A 6,404,Class III gas giant,1996.4174,false,true,2,0.0003,1996.618806,1996.6187161521514,Giltine A,M (Red dwarf) Star,0,0,0.6889,V,2436,3907,0.6889,0,,-,false,Giltine A 6 g,1989.3855,Icy body,75,2322.0273
Wi,56.23,4,2,Wi ABC 1,404,Class III gas giant,1908.5254,true,false,1,0.0001,1664.8303815,1664.830373175848,Wi B,M (Red dwarf) Star,9,550.2968,0.4243,Va,2960,2378,0.5734,1,2378,-Va-,false,Wi ABC 1 h,1908.1814,Icy body,158,4457.019
Sleza Viron,183.23,4,1,Sleza Viron A 4,403,Class III gas giant,1161.4257,false,true,2,0.0007,1161.384237,1161.383952460827,Sleza Viron B,M (Red dwarf) Star,9,26145.8887,0.4485,Va,764,2303,0.4485,1,2303,-Va-,false,Sleza Viron A 4 h,1158.045,Rocky body,491,899.4842
CD-36 12714,95.04,4,1,CD-36 12714 AB 1,402,Class III gas giant,3699.2529,true,false,3,0.0347,5.3393535,5.336138000692905,CD-36 12714 D,M (Red dwarf) Star,9,20902.0684,0.4439,Va,1756,2301,0.4439,1,2301,-Va-,false,CD-36 12714 AB 1 g,3706.1516,Rocky body,163,1944.1909
Col 285 Sector QZ-E c12-15,209.46,3,1,Col 285 Sector QZ-E c12-15 A 2,401,Class III gas giant,1518.1067,false,false,0,0.0019,1520.9173394999998,1520.9145942417244,Col 285 Sector QZ-E c12-15 B,M (Red dwarf) Star,9,466103,0.3635,,3714,2172,0.3635,1,2172,-null-,false,Col 285 Sector QZ-E c12-15 A 2 h,1520,Icy body,106,1746.5284
HIP 91058,161.87,4,1,HIP 91058 ABCD 5,398,Class III gas giant,2686.5574,true,false,2,0.0324,4.6407465,4.638310025380781,HIP 91058 D,M (Red dwarf) Star,8,147.9341,0.4973,Va,6112,2422,0.4973,1,2422,-Va-,false,HIP 91058 ABCD 5 h,2695.4817,Rocky body,156,1398.7477
HIP 50352,179.29,4,3,HIP 50352 AB 1,395,Class III gas giant,3901.0295,true,false,2,0.0029,3621.9279915,3621.9127612607745,HIP 50352 B,M (Red dwarf) Star,3,1807.0396,0.5103,Va,3648,3322,0.6268,0,,-,false,HIP 50352 AB 1 g,3920.3625,Icy body,85,3285.8806
Hyades Sector OS-T b3-3,233.61,1,1,Hyades Sector OS-T b3-3 7,391,Class III gas giant,862.1637,false,true,1,0.0047,865.973277,865.9637122723341,Hyades Sector OS-T b3-3,M (Red dwarf) Star,5,0,0.5787,Va,516,3046,0.5787,0,,-,false,Hyades Sector OS-T b3-3 7 h,862.6721,Icy body,93,2100.7014
Janguti,201.35,1,1,Janguti 6,388,Class III gas giant,1729.7831,false,true,1,0.0033,1735.5393900000001,1735.5299399622936,Janguti,M (Red dwarf) Star,1,0,0.6205,Va,1396,3602,0.6205,0,,-,false,Janguti 6 f a,1759.4301,Icy body,74,1031.2454
LTT 4262,121.92,2,1,LTT 4262 A 9,388,Class III gas giant,4630.5581,false,true,2,0.0033,4638.9001815,4638.874922619744,LTT 4262 B,M (Red dwarf) Star,1,236669.0938,0.5459,Va,3616,3685,0.5459,0,,-,false,LTT 4262 A 9 g,4666.5386,Rocky body,118,1386.9301
Milceni,105.48,3,2,Milceni A 7,384,Class III gas giant,1715.2603,false,true,2,0,1715.279787,1715.279787,Milceni C,M (Red dwarf) Star,8,450903.7812,0.4172,Va,924,2449,0.5173,1,2449,-Va-,false,Milceni A 7 g,1725.4927,Rocky body,130,1060.4515
Katsur,143.62,2,1,Katsur A 2,383,Class III gas giant,2762.759,false,true,2,0.0037,2756.104416,2756.085550400705,Katsur B,M (Red dwarf) Star,5,31273.6719,0.4691,Va,11468,2874,0.4691,0,,-,false,Katsur A 2 g,2748.3787,Icy body,82,2051.72
Eta Apodis,138.07,3,1,Eta Apodis ABC 1,383,Class III gas giant,2804.3286,true,false,2,0.0036,0.3493035,0.3493012365059862,Eta Apodis C,M (Red dwarf) Star,7,1789.2764,0.4131,Va,1502,2511,0.4131,0,,-,false,Eta Apodis ABC 1 h,2750.7083,Rocky body,206,918.4418
Veroandi,59.62,2,1,Veroandi AB 3,382,Class III gas giant,2544.5847,true,false,2,0.1433,0.3493035,0.3456984421589759,Veroandi B,M (Red dwarf) Star,5,785.2261,0.5418,Va,11100,2965,0.5418,0,,-,false,Veroandi AB 3 h,2544.0471,Icy body,75,1704.8304
Arietis Sector VO-R b4-3,178.84,1,1,Arietis Sector VO-R b4-3 9,381,Class III gas giant,2661.1814,false,true,2,0.1243,2.395224,2.3766482774573006,Arietis Sector VO-R b4-3,M (Red dwarf) Star,2,0,0.6131,Va,1740,3576,0.6131,0,,-,false,Arietis Sector VO-R b4-3 9 h,2680.5706,Icy body,125,2343.3442
BD-05 5480,88.34,1,1,BD-05 5480 5,380,Class III gas giant,3079.5913,false,true,1,0.001,3076.565427,3076.563888716902,BD-05 5480,M (Red dwarf) Star,0,0,0.7381,V,5766,4113,0.7381,0,,-,false,BD-05 5480 5 g a,3078.8484,Icy body,107,1339.3008
Ross 646,153.19,3,2,Ross 646 AB 3,378,Class III gas giant,1707.7133,true,false,0,0.0013,1687.5351090000001,1687.5336830322306,Ross 646 B,M (Red dwarf) Star,6,347.7437,0.4539,Va,9018,2669,0.5035,0,,-,false,Ross 646 AB 3 g,1696.1234,Icy body,101,2855.8342
HIP 110663,129.30,3,1,HIP 110663 A 7,374,Class III gas giant,2491.3564,false,false,0,0.0028,2484.3961934999998,2484.386454647833,HIP 110663 B,M (Red dwarf) Star,9,59439.6172,0.3671,VI,4310,2029,0.3671,1,2029,-VI-,false,HIP 110663 A 7 g,2583.636,Icy body,91,2216.6545
LHS 1748,67.95,2,1,LHS 1748 4,374,Class III gas giant,1930.0061,false,true,1,0.0026,1926.0095985,1926.0030885765552,LHS 1748,M (Red dwarf) Star,2,0,0.5698,V,3022,3445,0.5698,0,,-,false,LHS 1748 4 g,1956.0973,Icy body,121,2293.6479
HIP 50,193.80,3,2,HIP 50 A 2,373,Class III gas giant,983.2253,false,true,2,0,983.2394519999999,983.2394519999999,HIP 50 C,M (Red dwarf) Star,9,268854.5,0.4413,Va,2552,2261,0.5937,1,2261,-Va-,false,HIP 50 A 2 h,978.6829,Rocky body,296,954.2588
HIP 62686,124.80,3,1,HIP 62686 A 4,373,Class III gas giant,2082.3994,false,true,2,0.0004,2081.549457,2081.5492904760367,HIP 62686 C,M (Red dwarf) Star,4,112774.5156,0.5513,Va,7548,3108,0.5513,0,,-,false,HIP 62686 A 4 g,2081.9663,Icy body,98,1585.7458
HIP 67505,199.46,3,1,HIP 67505 AB 3,370,Class III gas giant,1471.3906,true,false,0,0.0022,1443.222261,1443.2187683979023,HIP 67505 C,M (Red dwarf) Star,8,29943.375,0.4334,Va,7984,2479,0.4334,1,2479,-Va-,false,HIP 67505 AB 3 h,1465.7678,Rocky body,134,526.9756
Col 285 Sector FS-I c10-5,194.08,3,2,Col 285 Sector FS-I c10-5 ABC 2,370,Class III gas giant,3936.9678,true,false,1,0.0063,3644.333316,3644.260993487717,Col 285 Sector FS-I c10-5 C,M (Red dwarf) Star,6,751.4885,0.4464,Va,8780,2772,0.4854,0,,-,false,Col 285 Sector FS-I c10-5 ABC 2 g,3992.5027,Icy body,58,7226.6851
HIP 87414,236.00,4,1,HIP 87414 CD 3,369,Class III gas giant,14701.248,true,false,2,0.0305,1448.611515,1447.9375727989352,HIP 87414 D,M (Red dwarf) Star,6,13324.3799,0.4746,Va,5336,2727,0.4746,0,,-,false,HIP 87414 CD 3 h,14699.0244,Rocky body,175,768.1904
Wolf 587,58.23,1,1,Wolf 587 7,369,Class III gas giant,2210.5034,false,true,1,0.0006,2211.190956,2211.190557985592,Wolf 587,M (Red dwarf) Star,2,0,0.5836,V,1516,3439,0.5836,0,,-,false,Wolf 587 7 g,2180.6672,Icy body,61,2599.2876
Hyades Sector DB-X c1-4,248.94,3,1,Hyades Sector DB-X c1-4 ABC 1,367,Class III gas giant,2484.3533,true,false,1,0.1443,2638.7883405,2611.170745519901,Hyades Sector DB-X c1-4 B,M (Red dwarf) Star,9,1092.3115,0.3728,Va,1488,2337,0.3728,1,2337,-Va-,false,Hyades Sector DB-X c1-4 ABC 1 h,2605.5652,Icy body,88,1831.4039
Hotaiko,133.74,3,2,Hotaiko BC 2,367,Class III gas giant,121218.3203,true,false,2,0.0003,990.0259199999999,990.0258754488326,Hotaiko C,M (Red dwarf) Star,9,120564.2812,0.4661,Va,1308,2291,0.5869,1,2291,-Va-,false,Hotaiko BC 2 g,121215.5,Icy body,101,1900.9191
Tonessmeta,138.27,1,1,Tonessmeta 4,366,Class III gas giant,1193.4821,false,true,2,0.1278,23.553036,23.359900154889274,Tonessmeta,M (Red dwarf) Star,4,0,0.536,Va,3256,3182,0.536,0,,-,false,Tonessmeta 4 f a,1203.5923,Icy body,84,862.4437
Hotaiko,133.74,3,2,Hotaiko BC 5,366,Class III gas giant,118871.1016,true,false,2,0.0259,2518.8275384999997,2517.9825694222504,Hotaiko B,M (Red dwarf) Star,4,120488.9609,0.5869,Va,1308,3235,0.5869,1,2291,-Va-,false,Hotaiko BC 5 h,118874.9688,Icy body,75,1407.5079
Ngarsingo,152.55,4,1,Ngarsingo A 7,366,Class III gas giant,2040.2203,false,true,2,0.0006,2039.0841314999998,2039.083764464823,Ngarsingo C,M (Red dwarf) Star,2,23301.0801,0.5306,Va,766,3464,0.5306,0,,-,false,Ngarsingo A 7 h,2031.4331,Rocky body,201,954.0007
Col 285 Sector SI-G b12-0,186.39,1,1,Col 285 Sector SI-G b12-0 4,365,Class III gas giant,845.0787,false,true,1,0.0029,845.9631765,845.9596192173636,Col 285 Sector SI-G b12-0,M (Red dwarf) Star,5,0,0.5388,Va,672,2904,0.5388,0,,-,false,Col 285 Sector SI-G b12-0 4 g,843.2023,Icy body,88,1929.009
Col 285 Sector OS-T d3-143,178.21,2,2,Col 285 Sector OS-T d3-143 AB 1,365,Class III gas giant,1731.4464,true,false,1,0.0008,1465.777287,1465.776817951193,Col 285 Sector OS-T d3-143 B,M (Red dwarf) Star,6,773.5294,0.4691,Va,1114,2656,0.6648,0,,-,false,Col 285 Sector OS-T d3-143 AB 1 h,1722.7771,Icy body,83,2437.6089
HIP 69446,201.08,2,1,HIP 69446 AB 1,365,Class III gas giant,1990,true,false,0,0.0006,2110.79115,2110.7907700575593,HIP 69446 B,M (Red dwarf) Star,7,1790.2943,0.4226,Va,5268,2595,0.4226,0,,-,false,HIP 69446 AB 1 f,1981,Icy body,80,2456.4087
HIP 52065,213.29,2,1,HIP 52065 AB 1,365,Class III gas giant,1196.8439,true,false,1,0.0003,1222.362648,1222.3625929936795,HIP 52065 B,M (Red dwarf) Star,3,465.4578,0.5646,Va,9914,3304,0.5646,0,,-,false,HIP 52065 AB 1 h,1250.3052,Rocky body,223,650.5503
HIP 59077,167.68,2,1,HIP 59077 AB 1,363,Class III gas giant,2068.1919,true,false,1,0.0011,1999.113831,1999.1126215357665,HIP 59077 B,M (Red dwarf) Star,4,647.5773,0.6125,Va,11376,3112,0.6125,0,,-,false,HIP 59077 AB 1 f,2037.9158,Icy body,103,1973.5902
Kebes,127.78,1,1,Kebes 2,363,Class III gas giant,750.3961,false,true,1,0,750.3538185,750.3538185,Kebes,M (Red dwarf) Star,5,0,0.5882,Va,12614,2817,0.5882,0,,-,false,Kebes 2 g,747.6055,Icy body,87,1933.9064
LHS 1794,62.48,1,1,LHS 1794 3,363,Class III gas giant,2877.4922,false,true,1,0.0007,2876.8137255,2876.8130206805513,LHS 1794,M (Red dwarf) Star,2,0,0.586,V,4006,3421,0.586,0,,-,false,LHS 1794 3 h,2860.4229,Icy body,55,3457.552
Lalande 10797,71.30,4,2,Lalande 10797 ABCD 1,363,Class III gas giant,4531.0767,true,false,1,0.0026,4213.897623,4213.883380001964,Lalande 10797 C,M (Red dwarf) Star,5,2028.066,0.4943,Va,5292,3006,0.6617,0,,-,false,Lalande 10797 ABCD 1 g,4513.2236,Icy body,78,3168.1426
HIP 19757,174.15,2,1,HIP 19757 AB 4,362,Class III gas giant,3813.6536,true,false,1,0.0007,3991.640796,3991.639818047885,HIP 19757 B,M (Red dwarf) Star,8,1054.6785,0.4019,Va,5260,2437,0.4019,1,2437,-Va-,false,HIP 19757 AB 4 f a,3795.084,Icy body,60,1017.6815
LTT 2581,76.33,2,2,LTT 2581 A 9,362,Class III gas giant,2975.5989,false,true,2,0.0165,2969.5288545,2969.1245998682275,LTT 2581 A,M (Red dwarf) Star,1,0,0.6366,V,1604,3675,0.6366,1,2051,-VI-,false,LTT 2581 A 9 h,3008.3777,Icy body,55,3823.8162
Wolf 1329,29.69,1,1,Wolf 1329 3,361,Class III gas giant,4579.6689,false,true,1,0,4579.7181885,4579.7181885,Wolf 1329,M (Red dwarf) Star,5,0,0.52,V,9238,3038,0.52,0,,-,false,Wolf 1329 3 g,4595.3911,Icy body,42,2495.7568
Yum Kacoc,194.42,1,1,Yum Kacoc 6,360,Class III gas giant,2484.0859,false,true,1,0.1969,3089.4896565,3029.008499598509,Yum Kacoc,M (Red dwarf) Star,3,0,0.5348,Va,1878,3280,0.5348,0,,-,false,Yum Kacoc 6 f,2511.2183,Icy body,53,2047.8524
En Kunthurs,131.69,1,1,En Kunthurs 7,360,Class III gas giant,1388.2168,false,true,1,0.0007,1388.23191,1388.2315698831403,En Kunthurs,M (Red dwarf) Star,2,0,0.5662,Va,482,3447,0.5662,0,,-,false,En Kunthurs 7 h,1374.9373,Icy body,73,2516.594
HR 4502,213.58,8,1,HR 4502 ABCDE 6,359,Class III gas giant,6937.9092,true,false,2,0.1202,1.6467165,1.6347773056787809,HR 4502 E,M (Red dwarf) Star,7,1299.6509,0.4647,Va,400,2598,0.4647,0,,-,false,HR 4502 ABCDE 6 g a,6252.3359,Rocky body,170,813.7101
