System name,Distance from Sol (ly),Counting moons of moons,System stars count,System suitable stars count,Gas Body Name,Gas Body Surface Temperature (K),Gas Sub Type,Gas distance from arrival (ls),Gas has multiple stars ?,Gas star as orbit center ?,Gas orbit centers count,Gas orbital eccentricity,Gas semi major axis (ls),Gas semi minor axis (ls),Ref Star Name,Ref Star Sub Type,Ref Star Temp Class,Ref Star Distance from arrival (ls),Ref Star Radius,Ref Star Luminosity,Ref Star Age,Ref Star Temperature,Moon Star Diistance,Biggest Suitable Star Radius,8th Moon Name,8th Moon Distance from arrival (ls),8th Moon Sub Type,8th Moon Surface Temperature (K),8th Moon Radius,Star Types,Is populated,Has M or TT Star ?,Coldest M or TT Star temp.,Coldest M or TT Star lum.,Has Toroid Station
Sikians,46.24,true,1,1,Sikians A,1769,L (Brown dwarf) Star,0,false,false,1,0.307,1636.8861015,1557.8400769591121,Sikians B,L (Brown dwarf) Star,9,3441,0.2207,V,482,1313,2860,0.2207,Sikians A 6,581,Icy body,45,4523.0024,-L (Brown dwarf) Star-,1,false,,,false
Crucis Sector FW-W b1-4,56.71,true,2,2,Crucis Sector FW-W b1-4 C,1765,L (Brown dwarf) Star,57690,false,false,1,0.2579,35251.8589215,34059.34547265658,Crucis Sector FW-W b1-4 B,L (Brown dwarf) Star,9,2436,0.2962,V,3812,1827,56044,0.4572,Crucis Sector FW-W b1-4 C 5 a,58480,Icy body,32,2569.6106,-L (Brown dwarf) Star-M (Red dwarf) Star-,0,true,2653,Va,false
Trianguli Sector RU-O a6-0,75.66,true,0,0,Trianguli Sector RU-O a6-0,1758,L (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Trianguli Sector RU-O a6-0 5 a,2044,Icy body,20,2865.6401,-,0,false,,,false
LP 291-34,55.30,true,1,1,LP 291-34 B,1758,L (Brown dwarf) Star,120790,false,false,1,0.3723,58667.269342499996,54449.822773119464,LP 291-34 A,M (Red dwarf) Star,6,0,0.476,V,10136,2741,123046,0.476,LP 291-34 B 7,123046,Icy body,20,12631.5771,-M (Red dwarf) Star-,1,true,2741,V,false
Tascheter Sector IM-V b2-6,63.26,true,1,1,Tascheter Sector IM-V b2-6 B,1757,L (Brown dwarf) Star,79041,false,false,1,0.21,47708.321134499995,46644.49169238784,Tascheter Sector IM-V b2-6 A,M (Red dwarf) Star,9,0,0.4824,Va,5120,2356,76610,0.4824,Tascheter Sector IM-V b2-6 B 5,76610,Icy body,22,4851.7451,-M (Red dwarf) Star-,0,true,2356,Va,false
Spinoni,77.38,true,2,2,Spinoni C,1746,L (Brown dwarf) Star,151444,false,false,1,0.1243,110231.601714,109376.72064697806,Spinoni B,L (Brown dwarf) Star,9,3796,0.3491,V,410,1804,150784,0.4885,Spinoni C 7,154580,Icy body,20,4758.1489,-M (Red dwarf) Star-L (Brown dwarf) Star-,1,true,2676,Va,false
Sesuang,50.86,true,1,1,Sesuang B,1745,L (Brown dwarf) Star,10606,false,false,1,0.2157,6716.108295,6558.008968047727,Sesuang A,M (Red dwarf) Star,1,0,0.5763,Va,12326,3607,10238,0.5763,Sesuang B 7,10238,Icy body,105,1341.3049,-M (Red dwarf) Star-,1,true,3607,Va,false
Tougeirs,62.30,true,0,0,Tougeirs,1744,L (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Tougeirs 3 c,804,Icy body,30,869.9916,-,1,false,,,true
LHS 3316,63.56,true,2,2,LHS 3316 B,1742,L (Brown dwarf) Star,113721,false,false,2,0.12,6512.414454000001,6465.355041725899,LHS 3316 C,L (Brown dwarf) Star,9,100003,0.2342,V,6216,1344,13140,0.5697,LHS 3316 B 6,113143,Icy body,30,8458.0195,-M (Red dwarf) Star-L (Brown dwarf) Star-,0,true,3237,V,false
Core Sys Sector VO-R a4-0,31.50,true,0,0,Core Sys Sector VO-R a4-0,1742,L (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Core Sys Sector VO-R a4-0 6,1614,Icy body,20,3818.6941,-,0,false,,,false
LP 532-81,42.38,true,2,2,LP 532-81 C,1740,L (Brown dwarf) Star,398330,false,false,1,0.069,315724.9046445,314972.4248012806,LP 532-81 B,L (Brown dwarf) Star,9,176,0.3166,V,10026,1722,398432,0.4645,LP 532-81 C 5,398608,Icy body,20,5219.1011,-M (Red dwarf) Star-L (Brown dwarf) Star-,1,true,2670,V,false
Piscium Sector GD-I a10-2,73.72,true,0,0,Piscium Sector GD-I a10-2,1739,L (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Piscium Sector GD-I a10-2 7,500,Icy body,38,3119.0359,-,0,false,,,false
Trianguli Sector WF-N a7-1,76.59,true,0,0,Trianguli Sector WF-N a7-1,1735,L (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Trianguli Sector WF-N a7-1 7,1682,Icy body,20,7299.2427,-,0,false,,,false
Tascheter Sector QN-T a3-2,79.75,true,0,0,Tascheter Sector QN-T a3-2,1733,L (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Tascheter Sector QN-T a3-2 4,850,Icy body,28,4870.8223,-,0,false,,,false
LHS 3872,65.25,true,1,1,LHS 3872 B,1731,L (Brown dwarf) Star,90533,false,false,1,0.1554,67404.0484845,66585.19906529096,LHS 3872 A,M (Red dwarf) Star,4,0,0.5475,V,7276,3176,90327,0.5475,LHS 3872 B 5 a,90327,Icy body,29,683.8584,-M (Red dwarf) Star-,1,true,3176,V,false
NLTT 20330,70.90,true,2,2,NLTT 20330 C,1730,L (Brown dwarf) Star,7648,false,false,1,0.0359,6023.2398525,6019.35719521763,NLTT 20330 B,L (Brown dwarf) Star,9,46,0.3091,V,10264,1737,7312,0.464,NLTT 20330 C 7,7358,Icy body,74,6478.1089,-M (Red dwarf) Star-L (Brown dwarf) Star-,1,true,2672,V,false
Crucis Sector PX-U a2-1,78.80,true,1,1,Crucis Sector PX-U a2-1 A,1727,L (Brown dwarf) Star,0,false,false,1,0.0637,7261.321158000001,7246.5740879091045,Crucis Sector PX-U a2-1 B,T (Brown dwarf) Star,9,31716,0.1451,V,4778,795,29311,0.1451,Crucis Sector PX-U a2-1 A 7,2405,Icy body,20,9180.9229,-T (Brown dwarf) Star-,0,false,,,false
Alrai Sector XI-T a3-0,50.78,true,0,0,Alrai Sector XI-T a3-0,1725,L (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Alrai Sector XI-T a3-0 7,2500,Icy body,20,7296.2192,-,0,false,,,false
Puppis Sector BL-P a5-0,63.16,true,0,0,Puppis Sector BL-P a5-0,1725,L (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Puppis Sector BL-P a5-0 6,2038,Icy body,20,7938.9214,-,0,false,,,false
LHS 3595,23.02,true,4,4,LHS 3595 E,1721,L (Brown dwarf) Star,53236,false,false,1,0.2953,67421.5136595,64414.82288842255,LHS 3595 D,M (Red dwarf) Star,9,467,0.3891,Va,8200,2348,53339,0.5652,LHS 3595 E 7,53806,Icy body,30,9666.8184,-M (Red dwarf) Star-M (Red dwarf) Star-M (Red dwarf) Star-M (Red dwarf) Star-,1,true,2018,VI,false
Hollatja,54.38,true,0,0,Hollatja,1716,L (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Hollatja 6,2974,Icy body,20,5031.1128,-,1,false,,,false
Col 285 Sector MK-P a35-0,53.91,true,1,1,Col 285 Sector MK-P a35-0 A,1707,L (Brown dwarf) Star,0,false,false,1,0.0138,29725.029243,29722.198690946483,Col 285 Sector MK-P a35-0 B,T (Brown dwarf) Star,9,80362,0.2119,V,4948,1130,78907,0.2119,Col 285 Sector MK-P a35-0 A 5,1455,Icy body,22,4122.4102,-T (Brown dwarf) Star-,0,false,,,false
Ptah,48.91,true,1,1,Ptah B,1705,L (Brown dwarf) Star,6196,false,false,1,0.2165,3400.020468,3319.3808833888065,Ptah A,M (Red dwarf) Star,7,0,0.4402,V,8996,2584,6620,0.4402,Ptah B 7,6620,Icy body,74,6398.6738,-M (Red dwarf) Star-,1,true,2584,V,false
HDS 3215,74.81,true,1,1,HDS 3215 B,1701,L (Brown dwarf) Star,29999,false,false,1,0.0034,20695.533767999998,20695.414147469117,HDS 3215 A,M (Red dwarf) Star,6,0,0.4827,V,9500,2742,29197,0.4827,HDS 3215 B 5,29197,Icy body,32,9645.4707,-M (Red dwarf) Star-,1,true,2742,V,false
Ikenga,61.61,true,2,2,Ikenga C,1700,L (Brown dwarf) Star,6059,false,false,1,0.0849,5535.5123655,5515.526271131096,Ikenga B,M (Red dwarf) Star,3,1481,0.5195,Va,7540,3300,4564,0.7816,Ikenga C 6 a,6045,Icy body,96,2370.0742,-K (Yellow-Orange) Star-M (Red dwarf) Star-,1,true,3300,Va,false
LHS 6028,48.70,true,1,1,LHS 6028 B,1694,L (Brown dwarf) Star,7391,false,false,1,0.0539,5374.4335515,5366.620944007303,LHS 6028 A,M (Red dwarf) Star,4,0,0.5535,V,6610,3242,7290,0.5535,LHS 6028 B 6,7290,Icy body,117,5095.5059,-M (Red dwarf) Star-,1,true,3242,V,false
Puppis Sector NI-K a8-3,65.86,true,0,0,Puppis Sector NI-K a8-3,1692,L (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Puppis Sector NI-K a8-3 6,2324,Icy body,20,8129.9199,-,0,false,,,false
Gcirithang,76.04,true,0,0,Gcirithang,1691,L (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Gcirithang 6 a,1235,Icy body,21,788.279,-,1,false,,,false
Core Sys Sector DQ-P a5-0,45.45,true,1,1,Core Sys Sector DQ-P a5-0 A,1691,L (Brown dwarf) Star,0,false,false,1,0.2797,29154.067722,27990.45451132821,Core Sys Sector DQ-P a5-0 B,T (Brown dwarf) Star,9,77228,0.1696,V,2030,1066,75377,0.1696,Core Sys Sector DQ-P a5-0 A 5 a,1851,Icy body,20,2553.6016,-T (Brown dwarf) Star-,0,false,,,false
Agni,54.72,true,2,2,Agni C,1683,L (Brown dwarf) Star,429287,false,false,1,0.0599,297346.001589,296812.0820178579,Agni B,T (Brown dwarf) Star,9,56469,0.1698,V,8038,1015,368984,0.5064,Agni C 7,425453,Icy body,20,9248.333,-M (Red dwarf) Star-T (Brown dwarf) Star-,0,true,2931,V,false
LHS 391,52.43,true,1,1,LHS 391 B,1677,L (Brown dwarf) Star,59665,false,false,1,0.1527,38757.768250500005,38303.239969474394,LHS 391 A,K (Yellow-Orange) Star,5,0,0.5077,V,4344,2938,59527,0.5077,LHS 391 B 2 a,59527,Icy body,47,534.6409,-K (Yellow-Orange) Star-,1,false,,,false
Tascheter Sector OS-T a3-0,74.69,true,0,0,Tascheter Sector OS-T a3-0,1676,L (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Tascheter Sector OS-T a3-0 6,1990,Icy body,20,5458.2563,-,0,false,,,false
Ekuru,62.21,true,1,1,Ekuru B,1676,L (Brown dwarf) Star,2157,false,false,1,0.0473,1565.179083,1563.427222841225,Ekuru A,M (Red dwarf) Star,8,0,0.4332,Va,13043,2442,2369,0.4332,Ekuru B 5,2369,Icy body,77,2729.6775,-M (Red dwarf) Star-,1,true,2442,Va,false
LP 280-9,66.57,true,1,1,LP 280-9 B,1675,L (Brown dwarf) Star,3247,false,false,1,0.2072,2455.1545005,2401.874222214819,LP 280-9 A,M (Red dwarf) Star,9,0,0.4164,V,10544,2391,3323,0.4164,LP 280-9 B 7,3323,Icy body,101,3424.7529,-M (Red dwarf) Star-,1,true,2391,V,false
Wu Kuku,57.85,true,2,2,Wu Kuku C,1665,L (Brown dwarf) Star,109475,false,false,1,0.1413,76503.00545550001,75735.43723597638,Wu Kuku B,T (Brown dwarf) Star,9,11064,0.2221,V,252,1294,98051,0.5603,Wu Kuku C 6,109115,Icy body,25,4820.7651,-T (Brown dwarf) Star-M (Red dwarf) Star-,1,true,3112,Va,false
Sharur,63.21,true,3,3,LPM 734 B,1661,L (Brown dwarf) Star,27473,false,false,1,0.2296,28070.827667999998,27320.917652283253,Sharur B,L (Brown dwarf) Star,9,41322,0.3367,V,9034,1661,14543,0.7587,LPM 734 B 7,26779,Icy body,40,3444.7712,-K (Yellow-Orange) Star-L (Brown dwarf) Star-K (Yellow-Orange) Star-,1,false,,,false
LFT 1005,54.60,true,1,1,LFT 1005 B,1657,L (Brown dwarf) Star,122799,false,false,1,0.0986,83659.485663,83251.82534210657,LFT 1005 A,M (Red dwarf) Star,3,0,0.5967,V,2748,3338,120555,0.5967,LFT 1005 B 6,120555,Icy body,20,6320.8774,-M (Red dwarf) Star-,0,true,3338,V,false
Col 285 Sector AD-K a38-1,76.86,true,0,0,Col 285 Sector AD-K a38-1,1650,L (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Col 285 Sector AD-K a38-1 7,1553,Icy body,20,5388.0952,-,0,false,,,false
Alrai Sector OC-V a2-3,69.25,true,0,0,Alrai Sector OC-V a2-3,1646,L (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Alrai Sector OC-V a2-3 5 a,3626,Icy body,20,2361.3689,-,0,false,,,false
LTT 6563,74.59,true,1,1,LTT 6563 B,1646,L (Brown dwarf) Star,184344,false,false,1,0.04,137939.5030455,137829.10726707475,LTT 6563 A,M (Red dwarf) Star,3,0,0.5987,V,1378,3335,182786,0.5987,LTT 6563 B 4 b,182786,Icy body,21,1237.8138,-M (Red dwarf) Star-,1,true,3335,V,false
Kushen,28.89,true,0,0,Kushen,1642,L (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Kushen 4,16,Icy body,179,2654.6184,-,1,false,,,true
Myropolic,66.63,true,1,1,Myropolic A,1639,L (Brown dwarf) Star,0,false,false,1,0.1257,32826.445118999996,32566.07557339605,Myropolic B,T (Brown dwarf) Star,9,147474,0.1254,V,4422,744,146825,0.1254,Myropolic A 4 a,649,Icy body,30,2532.5647,-T (Brown dwarf) Star-,0,false,,,false
Jastreb Sector ZP-P a5-0,62.04,true,0,0,Jastreb Sector ZP-P a5-0,1638,L (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Jastreb Sector ZP-P a5-0 7,1853,Icy body,20,3030.7268,-,0,false,,,false
Huangais,74.30,true,1,1,Huangais B,1638,L (Brown dwarf) Star,2503,false,false,1,0.0697,1853.005167,1848.4986541392636,Huangais A,M (Red dwarf) Star,4,0,0.5751,Va,1632,3184,2344,0.5751,Huangais B 7,2344,Icy body,94,3027.8296,-M (Red dwarf) Star-,1,true,3184,Va,false
LHS 411,32.80,true,1,1,LHS 411 B,1638,L (Brown dwarf) Star,188859,false,false,1,0.2882,128017.7866305,122586.02236498382,LHS 411 A,M (Red dwarf) Star,2,0,0.601,V,378,3481,187312,0.601,LHS 411 B 10 e,187312,Icy body,24,4368.4038,-M (Red dwarf) Star-,1,true,3481,V,false
LFT 1748,45.95,true,1,1,LFT 1748 B,1634,L (Brown dwarf) Star,311576,false,false,1,0.0222,241423.509249,241364.01033608633,LFT 1748 A,M (Red dwarf) Star,2,0,0.5801,V,1884,3423,312099,0.5801,LFT 1748 B 2 c,312099,Icy body,38,772.1223,-M (Red dwarf) Star-,1,true,3423,V,false
Tvasuki,72.86,true,4,4,Tvasuki E,1633,L (Brown dwarf) Star,24242,false,false,1,0.4213,15660.9226215,14203.224869542495,Tvasuki D,T (Brown dwarf) Star,9,1199,0.2368,V,10734,1159,23410,0.5315,Tvasuki E 7,24609,Icy body,50,1112.2145,-M (Red dwarf) Star-T (Brown dwarf) Star-M (Red dwarf) Star-L (Brown dwarf) Star-,1,true,2201,Va,false
Ross 47,19.02,true,1,1,Ross 47 B,1625,L (Brown dwarf) Star,49595,false,false,1,0.1747,44248.2204645,43567.758457692915,Ross 47 A,M (Red dwarf) Star,5,0,0.5195,V,8810,3039,49726,0.5195,Ross 47 B 6,49726,Icy body,33,11503.6357,-M (Red dwarf) Star-,1,true,3039,V,false
Jarnae,59.34,true,1,1,Jarnae A,1624,L (Brown dwarf) Star,0,false,false,1,0.1068,13620.141872999999,13542.241795661941,Jarnae B,T (Brown dwarf) Star,9,33545,0.221,V,626,1192,33536,0.221,Jarnae A 2,9,Icy body,261,3601.5042,-T (Brown dwarf) Star-,1,false,,,false
Core Sys Sector BB-O a6-1,42.08,true,0,0,Core Sys Sector BB-O a6-1,1622,L (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Core Sys Sector BB-O a6-1 7,1369,Icy body,20,5984.4438,-,0,false,,,false
Col 285 Sector IS-U a32-1,77.91,true,1,1,Col 285 Sector IS-U a32-1 A,1613,L (Brown dwarf) Star,0,false,false,1,0.202,33539.523264,32848.12348750286,Col 285 Sector IS-U a32-1 B,L (Brown dwarf) Star,9,83828,0.2235,V,10116,1315,76031,0.2235,Col 285 Sector IS-U a32-1 A 5,7797,Icy body,20,7951.5566,-L (Brown dwarf) Star-,0,false,,,false
LHS 2657,62.71,true,1,1,LHS 2657 B,1609,L (Brown dwarf) Star,37696,false,false,1,0.0649,25632.838939499998,25578.79908838421,LHS 2657 A,M (Red dwarf) Star,5,0,0.507,V,9070,2930,38813,0.507,LHS 2657 B 5 a,38813,Icy body,27,2765.9573,-M (Red dwarf) Star-,0,true,2930,V,false
LP 580-33,72.51,true,1,1,LP 580-33 B,1607,L (Brown dwarf) Star,266226,false,false,1,0.1744,218925.569421,215570.51109936472,LP 580-33 A,M (Red dwarf) Star,6,0,0.4914,V,9574,2782,265279,0.4914,LP 580-33 B 7,265279,Icy body,25,4589.3765,-M (Red dwarf) Star-,1,true,2782,V,false
LHS 3719,61.53,true,1,1,LHS 3719 B,1606,L (Brown dwarf) Star,94344,false,false,1,0.0573,74068.409961,73946.71595482502,LHS 3719 A,M (Red dwarf) Star,5,0,0.5151,V,7732,2949,93925,0.5151,LHS 3719 B 5,93925,Icy body,40,4327.2402,-M (Red dwarf) Star-,0,true,2949,V,false
Piscium Sector YQ-L a8-1,64.85,true,0,0,Piscium Sector YQ-L a8-1,1605,L (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Piscium Sector YQ-L a8-1 7,1307,Icy body,21,5933.4482,-,0,false,,,false
Asgarage,29.52,true,1,1,Asgarage B,1603,L (Brown dwarf) Star,4297,false,false,1,0.1401,3789.4938705,3752.119453481574,Asgarage A,M (Red dwarf) Star,4,0,0.5546,Va,3054,3168,4014,0.5546,Asgarage B 5,4014,Icy body,135,2315.9551,-M (Red dwarf) Star-,1,true,3168,Va,false
Core Sys Sector GB-O a6-1,44.05,true,0,0,Core Sys Sector GB-O a6-1,1601,L (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Core Sys Sector GB-O a6-1 5,1472,Icy body,20,7247.689,-,0,false,,,false
LFT 140,36.14,true,1,1,LFT 140 B,1599,L (Brown dwarf) Star,21448,false,false,1,0.112,13335.210018,13251.307632532405,LFT 140 A,M (Red dwarf) Star,6,0,0.498,V,9268,2762,21278,0.498,LFT 140 B 7,21278,Icy body,110,7713.0566,-M (Red dwarf) Star-,1,true,2762,V,false
Alrai Sector SI-T a3-1,74.33,true,0,0,Alrai Sector SI-T a3-1,1597,L (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Alrai Sector SI-T a3-1 6,1729,Icy body,20,5999.4058,-,0,false,,,false
Lovedu,78.77,true,0,0,Lovedu,1588,L (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Lovedu 4 b,990,Icy body,22,1222.0206,-,1,false,,,false
LP 386-49,49.41,true,2,2,LP 386-49 C,1584,L (Brown dwarf) Star,102158,false,false,1,0.2996,66604.2432705,63544.77092540241,LP 386-49 B,L (Brown dwarf) Star,9,790,0.3335,V,1828,1908,98797,0.582,LP 386-49 C 6,99587,Icy body,20,4919.3223,-M (Red dwarf) Star-L (Brown dwarf) Star-,0,true,3388,V,false
Picaurukan,79.43,true,1,1,Picaurukan B,1584,L (Brown dwarf) Star,144206,false,false,1,0.153,82460.1271455,81489.25716735776,Picaurukan A,M (Red dwarf) Star,9,0,0.4542,Va,940,2220,142683,0.4542,Picaurukan B 6,142683,Icy body,20,6741.8115,-M (Red dwarf) Star-,1,true,2220,Va,false
Puppis Sector WJ-R a4-1,63.56,true,0,0,Puppis Sector WJ-R a4-1,1581,L (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Puppis Sector WJ-R a4-1 5,1345,Icy body,20,5039.8135,-,0,false,,,false
LP 69-457,72.47,true,1,1,LP 69-457 B,1578,L (Brown dwarf) Star,13136,false,false,1,0.3715,8937.678555,8298.035302368931,LP 69-457 A,M (Red dwarf) Star,9,0,0.3948,V,11298,2265,13334,0.3948,LP 69-457 B 4 a,13334,Icy body,43,2318.6196,-M (Red dwarf) Star-,1,true,2265,V,false
LP 30-55,34.36,true,1,1,LP 30-55 B,1575,L (Brown dwarf) Star,72628,false,false,1,0.2845,41892.367959,40161.209428365415,LP 30-55 A,M (Red dwarf) Star,3,0,0.568,V,6496,3286,69019,0.568,LP 30-55 B 7,69019,Icy body,21,5920.0884,-M (Red dwarf) Star-,1,true,3286,V,false
Shebera,74.64,true,0,0,Shebera,1573,L (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Shebera 5,151,Icy body,73,5352.647,-,1,false,,,false
Isleta,42.85,true,2,2,Isleta C,1570,L (Brown dwarf) Star,170493,false,false,2,0.2962,1183.340457,1130.2391655510773,Isleta B,L (Brown dwarf) Star,9,170717,0.3611,V,2612,1873,244,0.5859,Isleta C 6 a,170473,Icy body,83,1821.7358,-L (Brown dwarf) Star-M (Red dwarf) Star-,1,true,3244,Va,false
Alrai Sector UI-T a3-0,59.94,true,0,0,Alrai Sector UI-T a3-0,1569,L (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Alrai Sector UI-T a3-0 5,3145,Icy body,20,5518.3613,-,0,false,,,false
LP 322-836,51.75,true,2,2,LP 322-836 C,1567,L (Brown dwarf) Star,44653,false,false,2,0.2851,1475.4080835,1414.1753693463193,LP 322-836 B,M (Red dwarf) Star,5,44906,0.4452,Va,7614,3009,280,0.5095,LP 322-836 C 7,44626,Rocky Ice world,143,3522.8611,-M (Red dwarf) Star-M (Red dwarf) Star-,1,true,2972,V,false
Wolf 1325,53.93,true,1,1,Wolf 1325 B,1567,L (Brown dwarf) Star,328723,false,false,1,0.0734,204092.1966915,203541.67471994983,Wolf 1325 A,M (Red dwarf) Star,9,0,0.3803,V,12302,2107,328216,0.3803,Wolf 1325 B 5 a,328216,Icy body,20,1778.0596,-M (Red dwarf) Star-,0,true,2107,V,false
NLTT 8065,67.26,true,1,1,NLTT 8065 B,1567,L (Brown dwarf) Star,329935,false,false,1,0.1202,221274.73525949998,219670.42628303714,NLTT 8065 A,M (Red dwarf) Star,4,0,0.5725,V,4016,3182,329403,0.5725,NLTT 8065 B 5 d,329403,Icy body,29,583.9279,-M (Red dwarf) Star-,0,true,3182,V,false
Core Sys Sector ZP-P a5-3,40.86,true,0,0,Core Sys Sector ZP-P a5-3,1566,L (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Core Sys Sector ZP-P a5-3 7,2368,Icy body,20,4525.5605,-,0,false,,,false
Trianguli Sector UF-N a7-2,64.63,true,0,0,Trianguli Sector UF-N a7-2,1559,L (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Trianguli Sector UF-N a7-2 5,1628,Icy body,20,1094.069,-,0,false,,,false
Enayex,79.57,true,1,1,Enayex B,1558,L (Brown dwarf) Star,374567,false,false,1,0.2028,231261.9211305,226456.3399280067,Enayex A,M (Red dwarf) Star,9,0,0.3648,V,12186,2144,375772,0.3648,Enayex B 7,375772,Icy body,20,5037.2129,-M (Red dwarf) Star-,1,true,2144,V,false
Herculis Sector NX-U b2-5,78.72,true,1,1,Herculis Sector NX-U b2-5 B,1548,L (Brown dwarf) Star,270488,false,false,1,0.108,167552.206263,166572.17564457888,Herculis Sector NX-U b2-5 A,M (Red dwarf) Star,6,0,0.4586,Va,1914,2661,272989,0.4586,Herculis Sector NX-U b2-5 B 6,272989,Icy body,20,5539.4058,-M (Red dwarf) Star-,0,true,2661,Va,false
Wardaliti,74.53,true,2,2,Wardaliti C,1546,L (Brown dwarf) Star,292619,false,false,1,0.0585,253838.953251,253404.2308211526,Wardaliti B,L (Brown dwarf) Star,9,92777,0.3001,V,290,1517,202104,0.743,Wardaliti C 6,294881,Icy body,20,5588.6328,-L (Brown dwarf) Star-K (Yellow-Orange) Star-,1,false,,,false
LP 887-70,75.01,true,2,2,LP 887-70 C,1540,L (Brown dwarf) Star,61846,false,false,1,0.3347,39367.302857999995,37096.78331285547,LP 887-70 B,M (Red dwarf) Star,9,4024,0.4054,Va,11480,2301,57759,0.5753,LP 887-70 C 6,61783,Icy body,26,5753.3135,-M (Red dwarf) Star-M (Red dwarf) Star-,0,true,2301,Va,false
Aminaa 4,63.51,true,1,1,Aminaa 4,1540,L (Brown dwarf) Star,0,false,false,0,,0,0,Aminaa 4 Col 285 Sector WW-L a37-0,L (Brown dwarf) Star,9,0,0.2784,V,13052,1540,237,0.2784,Aminaa 4 6,237,Icy body,45,2680.6174,-L (Brown dwarf) Star-,0,false,,,false
Tascheter Sector YZ-P a5-0,70.44,true,0,0,Tascheter Sector YZ-P a5-0,1539,L (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Tascheter Sector YZ-P a5-0 6,1577,Icy body,20,4703.2148,-,0,false,,,false
Tascheter Sector WK-O a6-1,60.90,true,0,0,Tascheter Sector WK-O a6-1,1538,L (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Tascheter Sector WK-O a6-1 6,3114,Icy body,20,5103.6973,-,0,false,,,false
LHS 3479,76.39,true,2,2,LHS 3479 C,1538,L (Brown dwarf) Star,22919,false,false,1,0.008,18383.493901499998,18382.905620282505,LHS 3479 B,L (Brown dwarf) Star,9,617,0.261,V,5642,1571,22026,0.5435,LHS 3479 C 6 a,22643,Icy body,54,5321.9341,-M (Red dwarf) Star-L (Brown dwarf) Star-,1,true,3207,V,false
mu cassiopeia,39.87,true,2,2,mu cassiopeia C,1534,L (Brown dwarf) Star,9215,false,false,1,0.0212,6077.8309995,6076.465035820865,mu cassiopeia B,T (Brown dwarf) Star,9,21,0.1358,V,11238,759,9054,0.3892,mu cassiopeia C 6,9075,Icy body,76,3382.5476,-M (Red dwarf) Star-T (Brown dwarf) Star-,0,true,2273,V,false
Soturicari,48.83,true,1,1,Soturicari A,1533,L (Brown dwarf) Star,0,false,false,1,0.0767,35950.0667175,35844.16559259394,Soturicari B,L (Brown dwarf) Star,9,80023,0.2737,V,5468,1492,77591,0.2737,Soturicari A 5 a,2432,Icy body,20,4172.9785,-L (Brown dwarf) Star-,1,false,,,false
Crucis Sector RI-T a3-0,76.69,true,0,0,Crucis Sector RI-T a3-0,1533,L (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Crucis Sector RI-T a3-0 5,2877,Icy body,20,6220.9214,-,0,false,,,false
Jinicoch,77.67,true,2,2,Jinicoch B,1531,L (Brown dwarf) Star,1055,false,false,2,0.1803,854.795565,840.786890000103,Jinicoch A,M (Red dwarf) Star,8,0,0.4416,Va,1166,2443,1083,0.4416,Jinicoch B 7,1083,High metal content world,130,1928.9797,-M (Red dwarf) Star-M (Red dwarf) Star-,1,true,2074,VI,false
Mabe,77.68,true,1,1,Mabe B,1522,L (Brown dwarf) Star,2447,false,false,1,0.0257,1945.5705945,1944.9279734102913,Mabe A,M (Red dwarf) Star,1,0,0.551,Va,4590,3600,2430,0.551,Mabe B 6,2430,Icy body,108,2626.8999,-M (Red dwarf) Star-,1,true,3600,Va,false
