System name,Distance from Sol (ly),System stars count,System suitable stars count,Gas Body Name,Gas Body Surface Temperature (K),Gas Sub Type,Gas distance from arrival (ls),Gas has multiple stars ?,Gas star as orbit center ?,Gas orbit centers count,Gas orbital eccentricity,Gas semi major axis (ls),Gas semi minor axis (ls),Ref Star Name,Ref Star Sub Type,Ref Star Temp Class,Ref Star Distance from arrival (ls),Ref Star Radius,Ref Star Luminosity,Ref Star Age,Ref Star Temperature,Biggest Suitable Star Radius,8th Moon Name,8th Moon Distance from arrival (ls),8th Moon Sub Type,8th Moon Surface Temperature (K),8th Moon Radius,Star Types,Is populated,Has M or TT Star ?,Coldest M or TT Star temp.,Coldest M or TT Star lum.,Has Toroid Station
Bilskirnir,101.56,8,8,Bilskirnir ABC 1,902,T (Brown dwarf) Star,2476,true,false,2,0.0013,2776.6135215,2776.6111752605834,Bilskirnir ABC 1,T (Brown dwarf) Star,9,2476,0.1695,V,832,902,0.9518,Bilskirnir ABC 1 h,2414,Rocky body,155,2232.991,-G (White-Yellow) Star-M (Red dwarf) Star-T (Brown dwarf) Star-K (Yellow-Orange) Star-T (Brown dwarf) Star-M (Red dwarf) Star-L (Brown dwarf) Star-M (Red dwarf) Star-,1,true,2010,VI,false
Col 285 Sector MO-P c6-12,228.76,1,1,Col 285 Sector MO-P c6-12 10,902,Class IV gas giant,2147,false,true,1,0.0042,2141.430057,2141.411169503603,Col 285 Sector MO-P c6-12,G (White-Yellow) Star,0,0,0.8312,Vab,328,5385,0.8312,Col 285 Sector MO-P c6-12 10 h,2153,Rocky body,186,1462.2274,-G (White-Yellow) Star-,0,false,,,false
Pegasi Sector NN-T c3-18,175.40,1,1,Pegasi Sector NN-T c3-18 9,898,Class IV gas giant,1900,false,true,1,0.0012,1900.610244,1900.6088755601318,Pegasi Sector NN-T c3-18,K (Yellow-Orange) Star,0,0,0.7971,Va,388,4588,0.7971,Pegasi Sector NN-T c3-18 9 h,1896,Rocky body,166,1170.0219,-K (Yellow-Orange) Star-,1,false,,,false
HIP 97312,214.87,2,2,HIP 97312 11,896,Class IV gas giant,3831,false,true,1,0.0182,3788.4958605,3787.868357847786,HIP 97312 10,Y (Brown dwarf) Star,9,2840,0.0746,V,9040,438,1.1568,HIP 97312 11 h,3746,Rocky body,127,2139.2361,-F (White) Star-Y (Brown dwarf) Star-,0,false,,,false
Arietis Sector ZE-A d75,237.61,1,1,Arietis Sector ZE-A d75 7,894,Class IV gas giant,1545,false,true,1,0.001,1544.91948,1544.9187075400669,Arietis Sector ZE-A d75,F (White) Star,0,0,1.2271,Vab,356,6071,1.2271,Arietis Sector ZE-A d75 7 h,1561,Rocky body,214,1959.2711,-F (White) Star-,0,false,,,false
Tekenks,167.69,1,1,Tekenks 6,894,Class IV gas giant,2272,false,true,1,0.0096,2293.626582,2293.5208892518845,Tekenks,F (White) Star,0,0,1.1304,Vb,4334,6233,1.1304,Tekenks 6 h,2319,Rocky body,165,2753.6663,-F (White) Star-,1,false,,,false
HIP 63531,291.18,2,2,HIP 63531 8,893,T (Brown dwarf) Star,2454,false,true,1,0.0054,2452.010769,2451.9750184223644,HIP 63531 8,T (Brown dwarf) Star,9,2454,0.1666,V,326,893,1.4972,HIP 63531 8 h,2442,Rocky body,237,2815.8284,-A (Blue-White) Star-T (Brown dwarf) Star-,0,false,,,false
HR 7392,203.47,3,3,HR 7392 5,892,T (Brown dwarf) Star,4676,false,true,1,0.0279,4549.228983,4547.458055639689,HR 7392 5,T (Brown dwarf) Star,9,4676,0.1355,V,970,892,1.7258,HR 7392 5 h,4570,Rocky body,192,2580.7129,-A (Blue-White) Star-T (Brown dwarf) Star-T (Brown dwarf) Star-,0,false,,,false
HIP 54040,141.44,2,2,HIP 54040 2,892,Class IV gas giant,2517,false,true,1,0.0104,2491.3822635,2491.247525903787,HIP 54040 1,Y (Brown dwarf) Star,9,1918,0.059,V,4454,364,0.9894,HIP 54040 2 h,2559,Rocky body,132,1224.3259,-Y (Brown dwarf) Star-K (Yellow-Orange) Star-,1,false,,,false
HIP 78251,158.08,1,1,HIP 78251 10,890,Class IV gas giant,3641,false,true,1,0.0282,3677.167845,3675.705438722654,HIP 78251,G (White-Yellow) Star,0,0,0.912,V,5706,5194,0.912,HIP 78251 10 h,3575,Icy body,89,3878.2197,-G (White-Yellow) Star-,1,false,,,false
Col 285 Sector NY-R d4-37,276.39,2,2,Col 285 Sector NY-R d4-37 3,888,Class IV gas giant,1893,false,false,0,0.012,1878.554223,1878.418962226381,Col 285 Sector NY-R d4-37 4,Y (Brown dwarf) Star,9,2423,0.1034,V,2264,602,1.2579,Col 285 Sector NY-R d4-37 3 h,1884,Rocky body,240,1708.7261,-F (White) Star-Y (Brown dwarf) Star-,0,false,,,false
HIP 60845,157.78,4,4,HIP 60845 ABC 2,887,Class IV gas giant,6214,true,false,1,0.0004,6455.0787795,6455.078263093677,HIP 60845 ABC 1,Y (Brown dwarf) Star,9,4470,0.0726,V,6456,459,1.2658,HIP 60845 ABC 2 h,6266,Rocky body,132,1767.3964,-G (White-Yellow) Star-G (White-Yellow) Star-G (White-Yellow) Star-Y (Brown dwarf) Star-,1,false,,,false
Rho Puppis,63.55,3,3,Rho Puppis 3,886,Class IV gas giant,995,false,true,1,0.0035,996.3632835,996.3571807561988,Rho Puppis 6,Y (Brown dwarf) Star,9,1872,0.0759,V,3860,430,4.9712,Rho Puppis 3 h,1008,Rocky body,426,1116.3557,-G (White-Yellow super giant) Star-Y (Brown dwarf) Star-Y (Brown dwarf) Star-,1,false,,,false
HIP 101504,270.68,3,3,HIP 101504 11,885,Class IV gas giant,1988,false,true,1,0.0605,1899.2629304999998,1895.783855439686,HIP 101504 12,Y (Brown dwarf) Star,9,2462,0.0759,V,6250,431,1.0835,HIP 101504 11 h,2012,Icy body,123,4121.8628,-G (White-Yellow) Star-Y (Brown dwarf) Star-Y (Brown dwarf) Star-,0,false,,,false
HIP 50672,224.14,1,1,HIP 50672 7,885,Class IV gas giant,3881,false,false,0,0.0207,20.9083095,20.903829519273014,HIP 50672,G (White-Yellow) Star,0,0,1.7353,III,11824,4939,1.7353,HIP 50672 7 h,3867,Rocky body,157,1216.7484,-G (White-Yellow) Star-,0,false,,,false
HR 853,287.39,3,3,HR 853 A 1,882,Class IV gas giant,2107,false,true,2,0.0081,2090.6313480000003,2090.5627637136568,HR 853 A 2,Y (Brown dwarf) Star,9,3690,0.1042,V,904,664,1.7374,HR 853 A 1 h,2116,Rocky body,294,856.1212,-A (Blue-White) Star-Y (Brown dwarf) Star-F (White) Star-,0,false,,,false
Ibishia,121.21,2,2,Ibishia 4,881,Class IV gas giant,3818,false,true,1,0.0026,3809.4041700000002,3809.391294192146,Ibishia 2,Y (Brown dwarf) Star,9,2573,0.1064,V,1250,639,0.941,Ibishia 4 h,3818,Rocky body,124,1902.882,-G (White-Yellow) Star-Y (Brown dwarf) Star-,1,false,,,false
HIP 64688,137.25,2,2,HIP 64688 1,877,T (Brown dwarf) Star,2519,false,true,1,0.0056,2533.1489819999997,2533.109261912554,HIP 64688 1,T (Brown dwarf) Star,9,2519,0.1407,V,11880,877,0.9812,HIP 64688 1 h,2561,Rocky body,264,1860.8661,-G (White-Yellow) Star-T (Brown dwarf) Star-,0,false,,,false
Col 285 Sector YT-Q c5-7,235.13,3,3,Col 285 Sector YT-Q c5-7 ABC 1,876,Class IV gas giant,1298,true,false,1,0,1173.5100585,1173.5100585,Col 285 Sector YT-Q c5-7 C,L (Brown dwarf) Star,9,489,0.306,V,258,1683,0.658,Col 285 Sector YT-Q c5-7 ABC 1 h,1284,Rocky body,158,1213.3602,-K (Yellow-Orange) Star-M (Red dwarf) Star-L (Brown dwarf) Star-,0,true,2300,Va,false
HIP 27123,177.39,4,4,HIP 27123 AB 9,874,Class IV gas giant,6500,true,false,1,0.0077,6579.4308255,6579.235775382005,HIP 27123 AB 5,Y (Brown dwarf) Star,9,3553,0.0676,V,1808,413,1.1561,HIP 27123 AB 9 h,6635,Rocky body,117,1896.6249,-F (White) Star-K (Yellow-Orange) Star-Y (Brown dwarf) Star-Y (Brown dwarf) Star-,1,false,,,false
k Velorum A,164.64,4,4,k Velorum A AB 1,873,T (Brown dwarf) Star,4643,true,false,1,0.1482,3820.581882,3778.392765045358,k Velorum A AB 1,T (Brown dwarf) Star,9,4643,0.1538,V,1032,873,1.876,k Velorum A AB 1 h,4806,Icy body,2212,6726.0571,-F (White) Star-A (Blue-White) Star-T (Brown dwarf) Star-Y (Brown dwarf) Star-,1,false,,,false
HIP 43276,259.69,1,1,HIP 43276 8,872,Class IV gas giant,4150,false,false,0,0.0296,4216.2429465,4214.395490034455,HIP 43276,G (White-Yellow) Star,0,0,0.9408,V,8288,5612,0.9408,HIP 43276 8 h,4106,Rocky body,123,929.1309,-G (White-Yellow) Star-,0,false,,,false
Mizo,138.63,1,1,Mizo 9,870,Class IV gas giant,2062,false,true,1,0.0054,2051.1600525,2051.130146368417,Mizo,M (Red dwarf) Star,3,0,0.6432,Va,556,3327,0.6432,Mizo 9 h,2040,Rocky body,105,1595.7195,-M (Red dwarf) Star-,1,true,3327,Va,false
HIP 112475,172.50,2,2,HIP 112475 10,869,Class IV gas giant,2922,false,true,2,0.0991,1.497015,1.489645912817178,HIP 112475 7,Y (Brown dwarf) Star,9,1259,0.1071,V,400,647,1.1476,HIP 112475 10 h,2947,Rocky body,167,1067.88,-F (White) Star-Y (Brown dwarf) Star-,0,false,,,false
Yashas,145.07,3,3,Yashas AB 2,867,Class IV gas giant,2232,true,false,1,0.0026,2135.6914994999997,2135.6842808505316,Yashas AB 1,Y (Brown dwarf) Star,9,1091,0.0559,V,10972,378,0.8691,Yashas AB 2 h,2236,Rocky body,171,1160.3055,-G (White-Yellow) Star-K (Yellow-Orange) Star-Y (Brown dwarf) Star-,1,false,,,false
HIP 95457,159.80,3,3,HIP 95457 C 1,866,Class IV gas giant,38281,false,true,2,0.0071,1338.3813105000002,1338.3475761739267,HIP 95457 C,F (White) Star,0,37216,0.9966,Vb,4304,6022,1.1245,HIP 95457 C 1 h,38281,Rocky body,235,1545.8318,-G (White-Yellow) Star-F (White) Star-F (White) Star-,1,false,,,false
HIP 104851,298.95,1,1,HIP 104851 6,865,Class IV gas giant,1280,false,false,0,0.0117,1265.1273764999999,1265.04078189313,HIP 104851,F (White) Star,0,0,1.3025,V,3128,7777,1.3025,HIP 104851 6 h,1262,Rocky body,465,673.3551,-F (White) Star-,0,false,,,false
Col 285 Sector NN-S d4-43,297.93,1,1,Col 285 Sector NN-S d4-43 7,863,Class IV gas giant,2208,false,true,1,0.0003,2207.4484185,2207.4483191648187,Col 285 Sector NN-S d4-43,G (White-Yellow) Star,0,0,1.0686,Vab,530,5673,1.0686,Col 285 Sector NN-S d4-43 7 h,2213,Rocky body,167,912.8284,-G (White-Yellow) Star-,0,false,,,false
Col 285 Sector GG-X d1-99,237.66,1,1,Col 285 Sector GG-X d1-99 6,863,Class IV gas giant,1346,false,true,1,0.0004,1345.5669825,1345.566874854637,Col 285 Sector GG-X d1-99,F (White) Star,0,0,1.2523,Vab,860,6594,1.2523,Col 285 Sector GG-X d1-99 6 h,1358,Rocky body,246,934.2552,-F (White) Star-,0,false,,,false
HIP 44404,267.34,1,1,HIP 44404 2,861,Class IV gas giant,2639,false,true,1,0.0603,2499.1667415,2494.619006142945,HIP 44404,G (White-Yellow) Star,0,0,0.9834,IV,10476,5674,0.9834,HIP 44404 2 h,2626,Rocky body,171,1482.8185,-G (White-Yellow) Star-,0,false,,,false
HIP 75776,264.74,3,3,HIP 75776 AB 4,859,Class IV gas giant,2265,true,false,1,0.0004,2495.923209,2495.9230093261353,HIP 75776 B,K (Yellow-Orange) Star,1,690,0.707,Va,9372,3748,0.9041,HIP 75776 AB 4 h,2249,Rocky body,159,1228.059,-G (White-Yellow) Star-K (Yellow-Orange) Star-Y (Brown dwarf) Star-,0,false,,,false
HIP 31075,276.17,4,4,HIP 31075 AB 7,858,T (Brown dwarf) Star,2999,true,false,1,0.0121,2906.704125,2906.491331935486,HIP 31075 AB 7,T (Brown dwarf) Star,9,2999,0.1378,V,2480,858,1.3359,HIP 31075 AB 7 h,3016,Rocky body,212,1154.6199,-F (White) Star-G (White-Yellow) Star-T (Brown dwarf) Star-Y (Brown dwarf) Star-,0,false,,,false
HIP 97581,293.57,8,8,HIP 97581 AB 7,858,T (Brown dwarf) Star,4081,true,false,1,0.0174,3820.7814839999996,3820.2030503139918,HIP 97581 AB 7,T (Brown dwarf) Star,9,4081,0.1588,V,1370,858,1.6585,HIP 97581 AB 7 h,4045,Rocky body,238,1663.0929,-A (Blue-White) Star-A (Blue-White) Star-Y (Brown dwarf) Star-Y (Brown dwarf) Star-T (Brown dwarf) Star-T (Brown dwarf) Star-Y (Brown dwarf) Star-Y (Brown dwarf) Star-,0,false,,,false
HIP 77141,178.81,1,1,HIP 77141 9,857,Helium-rich gas giant,2869,false,true,1,0.0004,2869.9274564999996,2869.927226905794,HIP 77141,K (Yellow-Orange) Star,0,0,0.8539,V,846,4852,0.8539,HIP 77141 9 h,2891,Icy body,101,1821.5073,-K (Yellow-Orange) Star-,0,false,,,false
HIP 649,280.46,3,3,HIP 649 6,854,Class IV gas giant,5051,false,true,2,0.0114,1.7964179999999998,1.7963012649655155,HIP 649 4,Y (Brown dwarf) Star,9,2735,0.1009,V,2984,616,1.3129,HIP 649 6 h,5046,Rocky body,171,868.0198,-F (White) Star-Y (Brown dwarf) Star-Y (Brown dwarf) Star-,0,false,,,false
Col 285 Sector KD-Q c6-4,242.78,1,1,Col 285 Sector KD-Q c6-4 7,853,Class IV gas giant,3333,false,true,1,0.0232,3375.5193225,3374.610780470058,Col 285 Sector KD-Q c6-4,K (Yellow-Orange) Star,0,0,0.8507,Va,1960,4440,0.8507,Col 285 Sector KD-Q c6-4 7 h,3344,Icy body,85,3973.4033,-K (Yellow-Orange) Star-,0,false,,,false
Col 285 Sector ZB-B c14-1,242.32,1,1,Col 285 Sector ZB-B c14-1 10,853,Class IV gas giant,1781,false,true,1,0.0008,1779.5017305,1779.5011610593551,Col 285 Sector ZB-B c14-1,K (Yellow-Orange) Star,0,0,0.6387,Va,266,4114,0.6387,Col 285 Sector ZB-B c14-1 10 h,1781,Icy body,110,1975.403,-K (Yellow-Orange) Star-,0,false,,,false
HIP 98599,231.31,4,4,HIP 98599 AB 1,851,Class IV gas giant,2356,true,false,1,0.0001,2102.308065,2102.3080544884597,HIP 98599 AB 2,Y (Brown dwarf) Star,9,3207,0.0918,V,2552,516,1.1971,HIP 98599 AB 1 h,2334,Rocky body,190,1173.9521,-F (White) Star-Y (Brown dwarf) Star-T (Brown dwarf) Star-K (Yellow-Orange) Star-,0,false,,,false
Pegasi Sector FW-W d1-115,201.58,2,2,Pegasi Sector FW-W d1-115 6,851,Class IV gas giant,1199,false,true,1,0.0049,1195.4662785,1195.4519268411802,Pegasi Sector FW-W d1-115 7,Y (Brown dwarf) Star,9,1542,0.0581,V,260,354,0.9528,Pegasi Sector FW-W d1-115 6 h,1197,Rocky body,238,1298.3794,-F (White) Star-Y (Brown dwarf) Star-,0,false,,,false
Nox,76.84,5,5,Nox ABCD 7,850,Class IV gas giant,3807,true,false,2,0.1457,3.193632,3.1595521714847736,Nox ABCD 6,T (Brown dwarf) Star,9,2913,0.1772,V,12910,1018,0.9717,Nox ABCD 7 h,3800,Rocky body,154,1032.6436,-K (Yellow-Orange) Star-L (Brown dwarf) Star-G (White-Yellow) Star-M (Red dwarf) Star-T (Brown dwarf) Star-,1,true,2262,Va,false
Lalande 30699,81.59,1,1,Lalande 30699 1,848,Class IV gas giant,1701,false,true,1,0.0049,1704.501279,1704.4808163393177,Lalande 30699,K (Yellow-Orange) Star,0,0,0.8975,V,12830,5215,0.8975,Lalande 30699 1 h,1692,Rocky body,151,808.2061,-K (Yellow-Orange) Star-,1,false,,,false
Col 285 Sector HS-S c4-3,297.94,1,1,Col 285 Sector HS-S c4-3 6,848,Class IV gas giant,2078,false,true,2,0.029,0.9980100000000001,0.9975902485236893,Col 285 Sector HS-S c4-3,K (Yellow-Orange) Star,0,0,0.8991,Va,5072,4954,0.8991,Col 285 Sector HS-S c4-3 6 h,2069,Rocky body,183,1577.9207,-K (Yellow-Orange) Star-,0,false,,,false
HIP 52498,121.52,2,2,HIP 52498 8,842,Class IV gas giant,3940,false,true,2,0.1913,0.598806,0.5877470198720696,HIP 52498 3,Y (Brown dwarf) Star,9,1124,0.0647,V,5136,376,1.0664,HIP 52498 8 h,3954,Rocky body,182,1183.7145,-F (White) Star-Y (Brown dwarf) Star-,1,false,,,false
HIP 3434,210.18,4,4,HIP 3434 AB 1,841,Class IV gas giant,2667,true,false,2,0.0013,2616.0337124999996,2616.031501950579,HIP 3434 AB 2,Y (Brown dwarf) Star,9,3550,0.0656,V,2496,339,1.2365,HIP 3434 AB 1 h,2674,Rocky body,207,1537.0625,-F (White) Star-G (White-Yellow) Star-Y (Brown dwarf) Star-M (Red dwarf) Star-,1,true,2460,Va,false
Dharragense,119.30,1,1,Dharragense 4,840,Class IV gas giant,2445,false,true,2,0.1741,2.7445275,2.7026130147262726,Dharragense,G (White-Yellow) Star,0,0,0.8512,Vab,5166,5462,0.8512,Dharragense 4 h,2451,Rocky body,174,1336.323,-G (White-Yellow) Star-,1,false,,,false
HIP 90618,165.82,3,3,HIP 90618 6,839,Class IV gas giant,4515,false,true,1,0.0298,4444.3880325,4442.414197017263,HIP 90618 3,Y (Brown dwarf) Star,9,2381,0.1007,V,1232,546,1.272,HIP 90618 6 h,4498,Rocky body,161,859.2873,-F (White) Star-Y (Brown dwarf) Star-Y (Brown dwarf) Star-,0,false,,,false
Largarayu,87.77,1,1,Largarayu 8,835,Class IV gas giant,2015,false,true,2,0.058,28.543086,28.495036085327683,Largarayu,K (Yellow-Orange) Star,0,0,0.7126,Va,690,3995,0.7126,Largarayu 8 h,2018,Rocky body,177,1219.9642,-K (Yellow-Orange) Star-,1,false,,,false
Antliae Sector EB-X c1-0,207.01,1,1,Antliae Sector EB-X c1-0 2,835,Class IV gas giant,2432,false,true,2,0.1953,2.4451245,2.398040081241697,Antliae Sector EB-X c1-0,K (Yellow-Orange) Star,0,0,0.8156,Va,1446,4503,0.8156,Antliae Sector EB-X c1-0 2 h,2430,Rocky body,124,1490.4672,-K (Yellow-Orange) Star-,0,false,,,false
Baliscii,134.88,1,1,Baliscii 8,834,Class IV gas giant,1683,false,true,1,0.0093,1668.7725209999999,1668.700353371851,Baliscii,G (White-Yellow) Star,0,0,0.833,Vab,540,5219,0.833,Baliscii 8 h,1683,Rocky body,198,2004.4558,-G (White-Yellow) Star-,1,false,,,false
Rho Telescopii,184.99,3,3,Rho Telescopii 4,833,T (Brown dwarf) Star,2261,false,true,1,0.158,2680.355457,2646.6878124301834,Rho Telescopii 4,T (Brown dwarf) Star,9,2261,0.1351,V,1520,833,1.7239,Rho Telescopii 4 h,2301,Rocky body,587,1710.3597,-F (White) Star-T (Brown dwarf) Star-T (Brown dwarf) Star-,1,false,,,false
Col 285 Sector OC-V d2-50,256.35,2,2,Col 285 Sector OC-V d2-50 13,831,Class IV gas giant,3449,false,true,1,0.002,3442.635495,3442.6286097221246,Col 285 Sector OC-V d2-50 11,Y (Brown dwarf) Star,9,2281,0.0699,V,412,450,1.0116,Col 285 Sector OC-V d2-50 13 h,3483,Icy body,112,4850.8311,-F (White) Star-Y (Brown dwarf) Star-,0,false,,,false
Col 285 Sector BM-C c13-6,199.37,2,2,Col 285 Sector BM-C c13-6 16,829,Class IV gas giant,2571,false,true,1,0.0001,2571.4226655,2571.4226526428865,Col 285 Sector BM-C c13-6 14,Y (Brown dwarf) Star,9,1313,0.0583,V,304,384,0.6711,Col 285 Sector BM-C c13-6 16 h,2592,Icy body,92,3612.5554,-K (Yellow-Orange) Star-Y (Brown dwarf) Star-,0,false,,,false
Hyades Sector DW-V c2-14,160.63,3,3,Hyades Sector DW-V c2-14 AB 1,828,Class IV gas giant,2875,true,false,1,0.0041,2658.1497345000002,2658.1273926575896,Hyades Sector DW-V c2-14 AB 2,Y (Brown dwarf) Star,9,3503,0.0673,V,296,344,0.7979,Hyades Sector DW-V c2-14 AB 1 h,2807,Icy body,94,3694.4055,-K (Yellow-Orange) Star-M (Red dwarf) Star-Y (Brown dwarf) Star-,0,true,2467,Va,false
HR 730,294.93,2,2,HR 730 9,827,Class IV gas giant,3997,false,true,1,0.0026,3987.04995,3987.036473748394,HR 730 8,T (Brown dwarf) Star,9,2676,0.1488,V,516,885,1.2813,HR 730 9 h,3965,Rocky body,184,1539.9723,-F (White) Star-T (Brown dwarf) Star-,0,false,,,false
Ahemaker,160.98,1,1,Ahemaker 1,826,Class IV gas giant,1814,false,true,1,0.0003,1814.38218,1814.3820983528,Ahemaker,G (White-Yellow) Star,0,0,0.8692,Vab,12865,5537,0.8692,Ahemaker 1 h,1785,Icy body,130,3888.929,-G (White-Yellow) Star-,1,false,,,false
HIP 13456,167.11,1,1,HIP 13456 5,825,Class IV gas giant,2181,false,true,1,0.0029,2180.6019495,2180.5927800495238,HIP 13456,G (White-Yellow) Star,0,0,0.9333,V,8610,5581,0.9333,HIP 13456 5 h,2196,Rocky body,161,1726.533,-G (White-Yellow) Star-,0,false,,,false
LTT 9299,89.96,3,3,LTT 9299 ABC 2,822,Class IV gas giant,2665,true,false,1,0.0014,3037.5931365,3037.5901596572676,LTT 9299 B,M (Red dwarf) Star,9,814,0.4205,Va,7040,2386,0.6691,LTT 9299 ABC 2 h,2654,Icy body,147,4063.8652,-M (Red dwarf) Star-K (Yellow-Orange) Star-M (Red dwarf) Star-,1,true,2088,VI,false
HIP 47865,228.40,1,1,HIP 47865 4,821,Class IV gas giant,2082,false,true,1,0.0044,2072.7170684999996,2072.6970045016665,HIP 47865,G (White-Yellow) Star,0,0,1.0034,V,5076,5604,1.0034,HIP 47865 4 h,2107,Rocky body,307,1669.0941,-G (White-Yellow) Star-,0,false,,,false
HIP 25052,154.90,2,2,HIP 25052 5,819,Class IV gas giant,3833,false,true,1,0.0112,3855.412431,3855.1706119486444,HIP 25052 3,Y (Brown dwarf) Star,9,1513,0.0573,V,12712,353,1.1624,HIP 25052 5 h,3852,Rocky body,190,2303.5513,-F (White) Star-Y (Brown dwarf) Star-,0,false,,,false
Zuben Elschemali,185.09,1,1,Zuben Elschemali 3,818,Class IV gas giant,5778,false,true,1,0.0077,5812.2605385,5812.0882314822775,Zuben Elschemali,B (Blue-White) Star,0,0,2.4563,IV,572,13690,2.4563,Zuben Elschemali 3 h,5774,Rocky body,323,748.8837,-B (Blue-White) Star-,0,false,,,false
Col 285 Sector BW-M d7-56,291.62,3,3,Col 285 Sector BW-M d7-56 AB 1,817,Class IV gas giant,2062,true,false,2,0.0005,2208.895533,2208.895256888041,Col 285 Sector BW-M d7-56 B,K (Yellow-Orange) Star,0,1187,0.6609,Vab,1418,4512,0.7659,Col 285 Sector BW-M d7-56 AB 1 h,2088,Rocky body,130,1323.5951,-K (Yellow-Orange) Star-K (Yellow-Orange) Star-M (Red dwarf) Star-,0,true,2402,Va,false
Alcor,81.71,3,3,Alcor AB 1,816,T (Brown dwarf) Star,3508,true,false,1,0.0165,3376.7668350000004,3376.3071413245552,Alcor AB 1,T (Brown dwarf) Star,9,3508,0.1324,V,574,816,1.6248,Alcor AB 1 h,3465,Rocky body,212,3071.4585,-T (Brown dwarf) Star-A (Blue-White) Star-M (Red dwarf) Star-,1,true,2395,V,false
HR 5059,255.39,8,8,HR 5059 ABCD 4,816,T (Brown dwarf) Star,3684,true,false,1,0.0001,4001.0220900000004,4001.0220699948895,HR 5059 ABCD 4,T (Brown dwarf) Star,9,3684,0.1277,V,494,816,1.7442,HR 5059 ABCD 4 h,3657,Water world,249,3434.9441,-A (Blue-White) Star-G (White-Yellow) Star-T (Brown dwarf) Star-A (Blue-White) Star-M (Red dwarf) Star-T (Brown dwarf) Star-T (Brown dwarf) Star-Y (Brown dwarf) Star-,0,true,3464,Va,false
Col 285 Sector CX-J c9-25,210.16,2,2,Col 285 Sector CX-J c9-25 12,814,Class IV gas giant,1820,false,true,1,0,1819.671633,1819.671633,Col 285 Sector CX-J c9-25 13,Y (Brown dwarf) Star,9,2518,0.0632,V,354,377,0.9032,Col 285 Sector CX-J c9-25 12 h,1806,Rocky body,132,768.6364,-K (Yellow-Orange) Star-Y (Brown dwarf) Star-,0,false,,,false
Col 285 Sector DB-W d2-37,272.20,2,2,Col 285 Sector DB-W d2-37 6,812,Class IV gas giant,1958,false,true,2,0.1021,35.92836,35.74060342760376,Col 285 Sector DB-W d2-37 3,Y (Brown dwarf) Star,9,690,0.0677,V,8892,380,1.1005,Col 285 Sector DB-W d2-37 6 h,1956,Rocky body,190,940.9723,-G (White-Yellow) Star-Y (Brown dwarf) Star-,0,false,,,false
HIP 6833,156.46,2,2,HIP 6833 2,811,T (Brown dwarf) Star,2498,false,true,1,0.1526,2603.0595825,2572.572639613331,HIP 6833 2,T (Brown dwarf) Star,9,2498,0.1338,V,7218,811,0.9628,HIP 6833 2 h,2526,Rocky body,129,1641.2062,-G (White-Yellow) Star-T (Brown dwarf) Star-,0,false,,,false
Barotrites,177.08,1,1,Barotrites 2,809,Class IV gas giant,1284,false,true,1,0.0008,1284.0895665,1284.089155591273,Barotrites,K (Yellow-Orange) Star,0,0,0.8082,Va,4696,4691,0.8082,Barotrites 2 h,1287,Rocky body,151,1347.781,-K (Yellow-Orange) Star-,1,false,,,false
Pa Pa Pole,151.85,3,3,Pa Pa Pole ABC 2,809,Class IV gas giant,3362,true,false,1,0.0095,3503.713707,3503.5555983515646,Pa Pa Pole C,M (Red dwarf) Star,9,870,0.4001,Va,2670,2324,0.5364,Pa Pa Pole ABC 2 h,3469,Icy body,128,2712.9492,-M (Red dwarf) Star-M (Red dwarf) Star-M (Red dwarf) Star-,1,true,2324,Va,false
HIP 44997,170.57,1,1,HIP 44997 4,809,Class IV gas giant,6244,false,true,2,0.1466,0.5489055,0.5429750455117823,HIP 44997,G (White-Yellow) Star,0,0,0.987,V,7288,5747,0.987,HIP 44997 4 h,6252,Rocky body,124,791.3903,-G (White-Yellow) Star-,1,false,,,false
HIP 49230,201.33,1,1,HIP 49230 2,808,Class IV gas giant,2645,false,true,1,0.0012,2642.131674,2642.1297716645104,HIP 49230,F (White) Star,0,0,1.0374,V,2208,6080,1.0374,HIP 49230 2 h,2662,Rocky body,171,750.5014,-F (White) Star-,0,false,,,false
HIP 59865,233.94,4,4,HIP 59865 A 9,806,T (Brown dwarf) Star,3193,false,true,2,0.0178,3220.1790659999997,3219.6688848177114,HIP 59865 A 9,T (Brown dwarf) Star,9,3193,0.1345,V,2552,806,1.4348,HIP 59865 A 9 h,3193,Rocky body,219,2714.8633,-G (White-Yellow) Star-T (Brown dwarf) Star-T (Brown dwarf) Star-K (Yellow-Orange) Star-,0,false,,,false
HIP 16932,237.75,1,1,HIP 16932 3,805,Class IV gas giant,3202,false,true,1,0.0014,3200.1689655,3200.165829332877,HIP 16932,G (White-Yellow) Star,0,0,0.9805,V,7182,5569,0.9805,HIP 16932 3 h,3198,Icy body,100,2519.8174,-G (White-Yellow) Star-,0,false,,,false
Alrai Sector DL-Y d116,91.52,2,2,Alrai Sector DL-Y d116 3,804,Class IV gas giant,757,false,true,2,0.0222,0.5489055,0.5487702220370381,Alrai Sector DL-Y d116 1,Y (Brown dwarf) Star,9,316,0.0795,V,8722,389,0.9721,Alrai Sector DL-Y d116 3 h,773,Rocky body,249,1460.8322,-G (White-Yellow) Star-Y (Brown dwarf) Star-,0,false,,,false
