System name,Distance from Sol (ly),Counting moons of moons,System stars count,System suitable stars count,Gas Body Name,Gas Body Surface Temperature (K),Gas Sub Type,Gas distance from arrival (ls),Gas has multiple stars ?,Gas star as orbit center ?,Gas orbit centers count,Gas orbital eccentricity,Gas semi major axis (ls),Gas semi minor axis (ls),Ref Star Name,Ref Star Sub Type,Ref Star Temp Class,Ref Star Distance from arrival (ls),Ref Star Radius,Ref Star Luminosity,Ref Star Age,Ref Star Temperature,Moon Star Diistance,Biggest Suitable Star Radius,8th Moon Name,8th Moon Distance from arrival (ls),8th Moon Sub Type,8th Moon Surface Temperature (K),8th Moon Radius,Star Types,Is populated,Has M or TT Star ?,Coldest M or TT Star temp.,Coldest M or TT Star lum.,Has Toroid Station
Core Sys Sector GW-N a6-0,47.30,true,1,1,Core Sys Sector GW-N a6-0,1810,L (Brown dwarf) Star,0,false,false,0,,0,0,Core Sys Sector GW-N a6-0,L (Brown dwarf) Star,9,0,0.3083,V,486,1810,2891,0.3083,Core Sys Sector GW-N a6-0 6,2891,Icy body,20,7799.2461,-L (Brown dwarf) Star-,0,false,,,false
Col 285 Sector TP-U b17-6,76.05,true,3,3,Col 285 Sector TP-U b17-6 B,1804,L (Brown dwarf) Star,325161,false,false,2,0.2424,14577.433065000001,14142.681478774552,Col 285 Sector TP-U b17-6 B,L (Brown dwarf) Star,9,325161,0.3562,V,8510,1804,1311,0.4733,Col 285 Sector TP-U b17-6 B 6,323850,Icy body,26,7200.6777,-M (Red dwarf) Star-L (Brown dwarf) Star-L (Brown dwarf) Star-,0,true,2635,Va,false
Moros,58.27,true,3,3,Moros B,1802,L (Brown dwarf) Star,208479,false,false,1,0.0525,183055.6429065,182803.19527639495,Moros B,L (Brown dwarf) Star,9,208479,0.3248,V,1628,1802,333,0.8724,Moros B 2 e,208812,Icy body,58,1010.246,-K (Yellow-Orange) Star-L (Brown dwarf) Star-Y (Brown dwarf) Star-,1,false,,,false
DS Leonis,38.39,true,2,2,DS Leonis B,1800,L (Brown dwarf) Star,3147,false,false,1,0.1039,2512.5400755,2498.9415773816854,DS Leonis B,L (Brown dwarf) Star,9,3147,0.3411,V,10044,1800,273,0.5555,DS Leonis B 6,2874,Icy body,87,4773.8677,-L (Brown dwarf) Star-M (Red dwarf) Star-,1,true,3181,V,false
FK Aquarii,28.37,true,5,5,FK Aquarii D,1796,L (Brown dwarf) Star,592,false,false,1,0.1385,541.1709225,535.9553518317728,FK Aquarii D,L (Brown dwarf) Star,9,592,0.2896,V,3084,1796,33,0.5745,FK Aquarii D 7,625,High metal content world,223,2291.8601,-L (Brown dwarf) Star-L (Brown dwarf) Star-Y (Brown dwarf) Star-T (Brown dwarf) Star-M (Red dwarf) Star-,1,true,3259,V,false
FF Andromedae,69.12,true,3,3,FF Andromedae C,1790,L (Brown dwarf) Star,201680,false,false,1,0.2629,136331.958438,131536.22105284786,FF Andromedae C,L (Brown dwarf) Star,9,201680,0.2704,V,9520,1790,2303,0.4786,FF Andromedae C 4,199377,Icy body,20,7029.7568,-M (Red dwarf) Star-L (Brown dwarf) Star-L (Brown dwarf) Star-,1,true,2773,V,false
Puppis Sector BQ-P a5-1,69.71,true,2,2,Puppis Sector BQ-P a5-1 A,1784,L (Brown dwarf) Star,0,false,false,1,0.2751,38037.7040355,36570.042722021295,Puppis Sector BQ-P a5-1 A,L (Brown dwarf) Star,9,0,0.3174,V,7034,1784,3551,0.3174,Puppis Sector BQ-P a5-1 A 7,3551,Icy body,20,2488.4004,-L (Brown dwarf) Star-T (Brown dwarf) Star-,0,false,,,false
Tascheter Sector YE-Q a5-1,60.27,true,1,1,Tascheter Sector YE-Q a5-1,1780,L (Brown dwarf) Star,0,false,false,0,,0,0,Tascheter Sector YE-Q a5-1,L (Brown dwarf) Star,9,0,0.3244,V,342,1780,2450,0.3244,Tascheter Sector YE-Q a5-1 7,2450,Icy body,20,3028.4807,-L (Brown dwarf) Star-,0,false,,,false
Nerthus,70.91,true,2,2,Nerthus B,1773,L (Brown dwarf) Star,61910,false,false,1,0.1033,39218.2500645,39008.44203752033,Nerthus B,L (Brown dwarf) Star,9,61910,0.2874,V,7900,1773,170,0.5361,Nerthus B 5 a,62080,Icy body,46,638.0117,-M (Red dwarf) Star-L (Brown dwarf) Star-,1,true,3040,V,false
Sikians,46.24,true,2,2,Sikians A,1769,L (Brown dwarf) Star,0,false,false,1,0.307,1636.8861015,1557.8400769591121,Sikians A,L (Brown dwarf) Star,9,0,0.3527,V,482,1769,581,0.3527,Sikians A 6,581,Icy body,45,4523.0024,-L (Brown dwarf) Star-L (Brown dwarf) Star-,1,false,,,false
Crucis Sector FW-W b1-4,56.71,true,3,3,Crucis Sector FW-W b1-4 C,1765,L (Brown dwarf) Star,57690,false,false,1,0.2579,35251.8589215,34059.34547265658,Crucis Sector FW-W b1-4 C,L (Brown dwarf) Star,9,57690,0.3322,V,3812,1765,790,0.4572,Crucis Sector FW-W b1-4 C 5 a,58480,Icy body,32,2569.6106,-L (Brown dwarf) Star-M (Red dwarf) Star-L (Brown dwarf) Star-,0,true,2653,Va,false
Trianguli Sector RU-O a6-0,75.66,true,1,1,Trianguli Sector RU-O a6-0,1758,L (Brown dwarf) Star,0,false,false,0,,0,0,Trianguli Sector RU-O a6-0,L (Brown dwarf) Star,9,0,0.272,V,12885,1758,2044,0.272,Trianguli Sector RU-O a6-0 5 a,2044,Icy body,20,2865.6401,-L (Brown dwarf) Star-,0,false,,,false
LP 291-34,55.30,true,2,2,LP 291-34 B,1758,L (Brown dwarf) Star,120790,false,false,1,0.3723,58667.269342499996,54449.822773119464,LP 291-34 B,L (Brown dwarf) Star,9,120790,0.3184,V,10136,1758,2256,0.476,LP 291-34 B 7,123046,Icy body,20,12631.5771,-L (Brown dwarf) Star-M (Red dwarf) Star-,1,true,2741,V,false
Tascheter Sector IM-V b2-6,63.26,true,2,2,Tascheter Sector IM-V b2-6 B,1757,L (Brown dwarf) Star,79041,false,false,1,0.21,47708.321134499995,46644.49169238784,Tascheter Sector IM-V b2-6 B,L (Brown dwarf) Star,9,79041,0.3377,V,5120,1757,2431,0.4824,Tascheter Sector IM-V b2-6 B 5,76610,Icy body,22,4851.7451,-M (Red dwarf) Star-L (Brown dwarf) Star-,0,true,2356,Va,false
Spinoni,77.38,true,3,3,Spinoni C,1746,L (Brown dwarf) Star,151444,false,false,1,0.1243,110231.601714,109376.72064697806,Spinoni C,L (Brown dwarf) Star,9,151444,0.322,V,410,1746,3136,0.4885,Spinoni C 7,154580,Icy body,20,4758.1489,-M (Red dwarf) Star-L (Brown dwarf) Star-L (Brown dwarf) Star-,1,true,2676,Va,false
Sesuang,50.86,true,2,2,Sesuang B,1745,L (Brown dwarf) Star,10606,false,false,1,0.2157,6716.108295,6558.008968047727,Sesuang B,L (Brown dwarf) Star,9,10606,0.2796,V,12326,1745,368,0.5763,Sesuang B 7,10238,Icy body,105,1341.3049,-L (Brown dwarf) Star-M (Red dwarf) Star-,1,true,3607,Va,false
Tougeirs,62.30,true,1,1,Tougeirs,1744,L (Brown dwarf) Star,0,false,false,0,,0,0,Tougeirs,L (Brown dwarf) Star,9,0,0.3337,V,10120,1744,804,0.3337,Tougeirs 3 c,804,Icy body,30,869.9916,-L (Brown dwarf) Star-,1,false,,,true
LHS 3316,63.56,true,3,3,LHS 3316 B,1742,L (Brown dwarf) Star,113721,false,false,2,0.12,6512.414454000001,6465.355041725899,LHS 3316 B,L (Brown dwarf) Star,9,113721,0.3433,V,6216,1742,578,0.5697,LHS 3316 B 6,113143,Icy body,30,8458.0195,-M (Red dwarf) Star-L (Brown dwarf) Star-L (Brown dwarf) Star-,0,true,3237,V,false
Core Sys Sector VO-R a4-0,31.50,true,1,1,Core Sys Sector VO-R a4-0,1742,L (Brown dwarf) Star,0,false,false,0,,0,0,Core Sys Sector VO-R a4-0,L (Brown dwarf) Star,9,0,0.2665,V,8644,1742,1614,0.2665,Core Sys Sector VO-R a4-0 6,1614,Icy body,20,3818.6941,-L (Brown dwarf) Star-,0,false,,,false
LP 532-81,42.38,true,3,3,LP 532-81 C,1740,L (Brown dwarf) Star,398330,false,false,1,0.069,315724.9046445,314972.4248012806,LP 532-81 C,L (Brown dwarf) Star,9,398330,0.3014,V,10026,1740,278,0.4645,LP 532-81 C 5,398608,Icy body,20,5219.1011,-M (Red dwarf) Star-L (Brown dwarf) Star-L (Brown dwarf) Star-,1,true,2670,V,false
Piscium Sector GD-I a10-2,73.72,true,1,1,Piscium Sector GD-I a10-2,1739,L (Brown dwarf) Star,0,false,false,0,,0,0,Piscium Sector GD-I a10-2,L (Brown dwarf) Star,9,0,0.3431,V,12190,1739,500,0.3431,Piscium Sector GD-I a10-2 7,500,Icy body,38,3119.0359,-L (Brown dwarf) Star-,0,false,,,false
Trianguli Sector WF-N a7-1,76.59,true,1,1,Trianguli Sector WF-N a7-1,1735,L (Brown dwarf) Star,0,false,false,0,,0,0,Trianguli Sector WF-N a7-1,L (Brown dwarf) Star,9,0,0.2521,V,11774,1735,1682,0.2521,Trianguli Sector WF-N a7-1 7,1682,Icy body,20,7299.2427,-L (Brown dwarf) Star-,0,false,,,false
Tascheter Sector QN-T a3-2,79.75,true,1,1,Tascheter Sector QN-T a3-2,1733,L (Brown dwarf) Star,0,false,false,0,,0,0,Tascheter Sector QN-T a3-2,L (Brown dwarf) Star,9,0,0.3214,V,396,1733,850,0.3214,Tascheter Sector QN-T a3-2 4,850,Icy body,28,4870.8223,-L (Brown dwarf) Star-,0,false,,,false
LHS 3872,65.25,true,2,2,LHS 3872 B,1731,L (Brown dwarf) Star,90533,false,false,1,0.1554,67404.0484845,66585.19906529096,LHS 3872 B,L (Brown dwarf) Star,9,90533,0.308,V,7276,1731,206,0.5475,LHS 3872 B 5 a,90327,Icy body,29,683.8584,-M (Red dwarf) Star-L (Brown dwarf) Star-,1,true,3176,V,false
NLTT 20330,70.90,true,3,3,NLTT 20330 C,1730,L (Brown dwarf) Star,7648,false,false,1,0.0359,6023.2398525,6019.35719521763,NLTT 20330 C,L (Brown dwarf) Star,9,7648,0.3076,V,10264,1730,290,0.464,NLTT 20330 C 7,7358,Icy body,74,6478.1089,-M (Red dwarf) Star-L (Brown dwarf) Star-L (Brown dwarf) Star-,1,true,2672,V,false
Crucis Sector PX-U a2-1,78.80,true,2,2,Crucis Sector PX-U a2-1 A,1727,L (Brown dwarf) Star,0,false,false,1,0.0637,7261.321158000001,7246.5740879091045,Crucis Sector PX-U a2-1 A,L (Brown dwarf) Star,9,0,0.3046,V,4778,1727,2405,0.3046,Crucis Sector PX-U a2-1 A 7,2405,Icy body,20,9180.9229,-L (Brown dwarf) Star-T (Brown dwarf) Star-,0,false,,,false
Alrai Sector XI-T a3-0,50.78,true,1,1,Alrai Sector XI-T a3-0,1725,L (Brown dwarf) Star,0,false,false,0,,0,0,Alrai Sector XI-T a3-0,L (Brown dwarf) Star,9,0,0.3177,V,3532,1725,2500,0.3177,Alrai Sector XI-T a3-0 7,2500,Icy body,20,7296.2192,-L (Brown dwarf) Star-,0,false,,,false
Puppis Sector BL-P a5-0,63.16,true,1,1,Puppis Sector BL-P a5-0,1725,L (Brown dwarf) Star,0,false,false,0,,0,0,Puppis Sector BL-P a5-0,L (Brown dwarf) Star,9,0,0.2792,V,3034,1725,2038,0.2792,Puppis Sector BL-P a5-0 6,2038,Icy body,20,7938.9214,-L (Brown dwarf) Star-,0,false,,,false
LHS 3595,23.02,true,5,5,LHS 3595 E,1721,L (Brown dwarf) Star,53236,false,false,1,0.2953,67421.5136595,64414.82288842255,LHS 3595 E,L (Brown dwarf) Star,9,53236,0.2971,V,8200,1721,570,0.5652,LHS 3595 E 7,53806,Icy body,30,9666.8184,-M (Red dwarf) Star-M (Red dwarf) Star-M (Red dwarf) Star-L (Brown dwarf) Star-M (Red dwarf) Star-,1,true,2018,VI,false
Hollatja,54.38,true,1,1,Hollatja,1716,L (Brown dwarf) Star,0,false,false,0,,0,0,Hollatja,L (Brown dwarf) Star,9,0,0.2995,V,506,1716,2974,0.2995,Hollatja 6,2974,Icy body,20,5031.1128,-L (Brown dwarf) Star-,1,false,,,false
Col 285 Sector MK-P a35-0,53.91,true,2,2,Col 285 Sector MK-P a35-0 A,1707,L (Brown dwarf) Star,0,false,false,1,0.0138,29725.029243,29722.198690946483,Col 285 Sector MK-P a35-0 A,L (Brown dwarf) Star,9,0,0.2974,V,4948,1707,1455,0.2974,Col 285 Sector MK-P a35-0 A 5,1455,Icy body,22,4122.4102,-L (Brown dwarf) Star-T (Brown dwarf) Star-,0,false,,,false
Ptah,48.91,true,2,2,Ptah B,1705,L (Brown dwarf) Star,6196,false,false,1,0.2165,3400.020468,3319.3808833888065,Ptah B,L (Brown dwarf) Star,9,6196,0.285,V,8996,1705,424,0.4402,Ptah B 7,6620,Icy body,74,6398.6738,-M (Red dwarf) Star-L (Brown dwarf) Star-,1,true,2584,V,false
HDS 3215,74.81,true,2,2,HDS 3215 B,1701,L (Brown dwarf) Star,29999,false,false,1,0.0034,20695.533767999998,20695.414147469117,HDS 3215 B,L (Brown dwarf) Star,9,29999,0.3074,V,9500,1701,802,0.4827,HDS 3215 B 5,29197,Icy body,32,9645.4707,-L (Brown dwarf) Star-M (Red dwarf) Star-,1,true,2742,V,false
Ikenga,61.61,true,3,3,Ikenga C,1700,L (Brown dwarf) Star,6059,false,false,1,0.0849,5535.5123655,5515.526271131096,Ikenga C,L (Brown dwarf) Star,9,6059,0.2535,V,7540,1700,14,0.7816,Ikenga C 6 a,6045,Icy body,96,2370.0742,-K (Yellow-Orange) Star-L (Brown dwarf) Star-M (Red dwarf) Star-,1,true,3300,Va,false
LHS 6028,48.70,true,2,2,LHS 6028 B,1694,L (Brown dwarf) Star,7391,false,false,1,0.0539,5374.4335515,5366.620944007303,LHS 6028 B,L (Brown dwarf) Star,9,7391,0.3125,V,6610,1694,101,0.5535,LHS 6028 B 6,7290,Icy body,117,5095.5059,-M (Red dwarf) Star-L (Brown dwarf) Star-,1,true,3242,V,false
Puppis Sector NI-K a8-3,65.86,true,1,1,Puppis Sector NI-K a8-3,1692,L (Brown dwarf) Star,0,false,false,0,,0,0,Puppis Sector NI-K a8-3,L (Brown dwarf) Star,9,0,0.267,V,500,1692,2324,0.267,Puppis Sector NI-K a8-3 6,2324,Icy body,20,8129.9199,-L (Brown dwarf) Star-,0,false,,,false
Gcirithang,76.04,true,1,1,Gcirithang,1691,L (Brown dwarf) Star,0,false,false,0,,0,0,Gcirithang,L (Brown dwarf) Star,9,0,0.2813,V,1538,1691,1235,0.2813,Gcirithang 6 a,1235,Icy body,21,788.279,-L (Brown dwarf) Star-,1,false,,,false
Core Sys Sector DQ-P a5-0,45.45,true,2,2,Core Sys Sector DQ-P a5-0 A,1691,L (Brown dwarf) Star,0,false,false,1,0.2797,29154.067722,27990.45451132821,Core Sys Sector DQ-P a5-0 A,L (Brown dwarf) Star,9,0,0.2917,V,2030,1691,1851,0.2917,Core Sys Sector DQ-P a5-0 A 5 a,1851,Icy body,20,2553.6016,-L (Brown dwarf) Star-T (Brown dwarf) Star-,0,false,,,false
Agni,54.72,true,3,3,Agni C,1683,L (Brown dwarf) Star,429287,false,false,1,0.0599,297346.001589,296812.0820178579,Agni C,L (Brown dwarf) Star,9,429287,0.3104,V,8038,1683,3834,0.5064,Agni C 7,425453,Icy body,20,9248.333,-M (Red dwarf) Star-T (Brown dwarf) Star-L (Brown dwarf) Star-,0,true,2931,V,false
LHS 391,52.43,true,2,2,LHS 391 B,1677,L (Brown dwarf) Star,59665,false,false,1,0.1527,38757.768250500005,38303.239969474394,LHS 391 B,L (Brown dwarf) Star,9,59665,0.2781,V,4344,1677,138,0.5077,LHS 391 B 2 a,59527,Icy body,47,534.6409,-K (Yellow-Orange) Star-L (Brown dwarf) Star-,1,false,,,false
Tascheter Sector OS-T a3-0,74.69,true,1,1,Tascheter Sector OS-T a3-0,1676,L (Brown dwarf) Star,0,false,false,0,,0,0,Tascheter Sector OS-T a3-0,L (Brown dwarf) Star,9,0,0.2772,V,362,1676,1990,0.2772,Tascheter Sector OS-T a3-0 6,1990,Icy body,20,5458.2563,-L (Brown dwarf) Star-,0,false,,,false
Ekuru,62.21,true,2,2,Ekuru B,1676,L (Brown dwarf) Star,2157,false,false,1,0.0473,1565.179083,1563.427222841225,Ekuru B,L (Brown dwarf) Star,9,2157,0.2493,V,13043,1676,212,0.4332,Ekuru B 5,2369,Icy body,77,2729.6775,-M (Red dwarf) Star-L (Brown dwarf) Star-,1,true,2442,Va,false
LP 280-9,66.57,true,2,2,LP 280-9 B,1675,L (Brown dwarf) Star,3247,false,false,1,0.2072,2455.1545005,2401.874222214819,LP 280-9 B,L (Brown dwarf) Star,9,3247,0.2644,V,10544,1675,76,0.4164,LP 280-9 B 7,3323,Icy body,101,3424.7529,-M (Red dwarf) Star-L (Brown dwarf) Star-,1,true,2391,V,false
Wu Kuku,57.85,true,3,3,Wu Kuku C,1665,L (Brown dwarf) Star,109475,false,false,1,0.1413,76503.00545550001,75735.43723597638,Wu Kuku C,L (Brown dwarf) Star,9,109475,0.3055,V,252,1665,360,0.5603,Wu Kuku C 6,109115,Icy body,25,4820.7651,-T (Brown dwarf) Star-M (Red dwarf) Star-L (Brown dwarf) Star-,1,true,3112,Va,false
Sharur,63.21,true,4,4,LPM 734 B,1661,L (Brown dwarf) Star,27473,false,false,1,0.2296,28070.827667999998,27320.917652283253,LPM 734 B,L (Brown dwarf) Star,9,27473,0.3367,V,9034,1661,694,0.7587,LPM 734 B 7,26779,Icy body,40,3444.7712,-K (Yellow-Orange) Star-L (Brown dwarf) Star-L (Brown dwarf) Star-K (Yellow-Orange) Star-,1,false,,,false
LFT 1005,54.60,true,2,2,LFT 1005 B,1657,L (Brown dwarf) Star,122799,false,false,1,0.0986,83659.485663,83251.82534210657,LFT 1005 B,L (Brown dwarf) Star,9,122799,0.2739,V,2748,1657,2244,0.5967,LFT 1005 B 6,120555,Icy body,20,6320.8774,-M (Red dwarf) Star-L (Brown dwarf) Star-,0,true,3338,V,false
Col 285 Sector AD-K a38-1,76.86,true,1,1,Col 285 Sector AD-K a38-1,1650,L (Brown dwarf) Star,0,false,false,0,,0,0,Col 285 Sector AD-K a38-1,L (Brown dwarf) Star,9,0,0.2928,V,7404,1650,1553,0.2928,Col 285 Sector AD-K a38-1 7,1553,Icy body,20,5388.0952,-L (Brown dwarf) Star-,0,false,,,false
Alrai Sector OC-V a2-3,69.25,true,1,1,Alrai Sector OC-V a2-3,1646,L (Brown dwarf) Star,0,false,false,0,,0,0,Alrai Sector OC-V a2-3,L (Brown dwarf) Star,9,0,0.2587,V,5706,1646,3626,0.2587,Alrai Sector OC-V a2-3 5 a,3626,Icy body,20,2361.3689,-L (Brown dwarf) Star-,0,false,,,false
LTT 6563,74.59,true,2,2,LTT 6563 B,1646,L (Brown dwarf) Star,184344,false,false,1,0.04,137939.5030455,137829.10726707475,LTT 6563 B,L (Brown dwarf) Star,9,184344,0.2828,V,1378,1646,1558,0.5987,LTT 6563 B 4 b,182786,Icy body,21,1237.8138,-M (Red dwarf) Star-L (Brown dwarf) Star-,1,true,3335,V,false
Kushen,28.89,true,1,1,Kushen,1642,L (Brown dwarf) Star,0,false,false,0,,0,0,Kushen,L (Brown dwarf) Star,9,0,0.2618,V,324,1642,16,0.2618,Kushen 4,16,Icy body,179,2654.6184,-L (Brown dwarf) Star-,1,false,,,true
Myropolic,66.63,true,2,2,Myropolic A,1639,L (Brown dwarf) Star,0,false,false,1,0.1257,32826.445118999996,32566.07557339605,Myropolic A,L (Brown dwarf) Star,9,0,0.2942,V,4422,1639,649,0.2942,Myropolic A 4 a,649,Icy body,30,2532.5647,-L (Brown dwarf) Star-T (Brown dwarf) Star-,0,false,,,false
Jastreb Sector ZP-P a5-0,62.04,true,1,1,Jastreb Sector ZP-P a5-0,1638,L (Brown dwarf) Star,0,false,false,0,,0,0,Jastreb Sector ZP-P a5-0,L (Brown dwarf) Star,9,0,0.2968,V,296,1638,1853,0.2968,Jastreb Sector ZP-P a5-0 7,1853,Icy body,20,3030.7268,-L (Brown dwarf) Star-,0,false,,,false
Huangais,74.30,true,2,2,Huangais B,1638,L (Brown dwarf) Star,2503,false,false,1,0.0697,1853.005167,1848.4986541392636,Huangais B,L (Brown dwarf) Star,9,2503,0.2931,V,1632,1638,159,0.5751,Huangais B 7,2344,Icy body,94,3027.8296,-M (Red dwarf) Star-L (Brown dwarf) Star-,1,true,3184,Va,false
LHS 411,32.80,true,2,2,LHS 411 B,1638,L (Brown dwarf) Star,188859,false,false,1,0.2882,128017.7866305,122586.02236498382,LHS 411 B,L (Brown dwarf) Star,9,188859,0.2813,V,378,1638,1547,0.601,LHS 411 B 10 e,187312,Icy body,24,4368.4038,-M (Red dwarf) Star-L (Brown dwarf) Star-,1,true,3481,V,false
LFT 1748,45.95,true,2,2,LFT 1748 B,1634,L (Brown dwarf) Star,311576,false,false,1,0.0222,241423.509249,241364.01033608633,LFT 1748 B,L (Brown dwarf) Star,9,311576,0.2789,V,1884,1634,523,0.5801,LFT 1748 B 2 c,312099,Icy body,38,772.1223,-L (Brown dwarf) Star-M (Red dwarf) Star-,1,true,3423,V,false
Tvasuki,72.86,true,5,5,Tvasuki E,1633,L (Brown dwarf) Star,24242,false,false,1,0.4213,15660.9226215,14203.224869542495,Tvasuki E,L (Brown dwarf) Star,9,24242,0.2774,V,10734,1633,367,0.5315,Tvasuki E 7,24609,Icy body,50,1112.2145,-M (Red dwarf) Star-T (Brown dwarf) Star-M (Red dwarf) Star-L (Brown dwarf) Star-L (Brown dwarf) Star-,1,true,2201,Va,false
Ross 47,19.02,true,2,2,Ross 47 B,1625,L (Brown dwarf) Star,49595,false,false,1,0.1747,44248.2204645,43567.758457692915,Ross 47 B,L (Brown dwarf) Star,9,49595,0.2625,V,8810,1625,131,0.5195,Ross 47 B 6,49726,Icy body,33,11503.6357,-L (Brown dwarf) Star-M (Red dwarf) Star-,1,true,3039,V,false
Jarnae,59.34,true,2,2,Jarnae A,1624,L (Brown dwarf) Star,0,false,false,1,0.1068,13620.141872999999,13542.241795661941,Jarnae A,L (Brown dwarf) Star,9,0,0.3213,V,626,1624,9,0.3213,Jarnae A 2,9,Icy body,261,3601.5042,-L (Brown dwarf) Star-T (Brown dwarf) Star-,1,false,,,false
Core Sys Sector BB-O a6-1,42.08,true,1,1,Core Sys Sector BB-O a6-1,1622,L (Brown dwarf) Star,0,false,false,0,,0,0,Core Sys Sector BB-O a6-1,L (Brown dwarf) Star,9,0,0.2373,V,10596,1622,1369,0.2373,Core Sys Sector BB-O a6-1 7,1369,Icy body,20,5984.4438,-L (Brown dwarf) Star-,0,false,,,false
Col 285 Sector IS-U a32-1,77.91,true,2,2,Col 285 Sector IS-U a32-1 A,1613,L (Brown dwarf) Star,0,false,false,1,0.202,33539.523264,32848.12348750286,Col 285 Sector IS-U a32-1 A,L (Brown dwarf) Star,9,0,0.3029,V,10116,1613,7797,0.3029,Col 285 Sector IS-U a32-1 A 5,7797,Icy body,20,7951.5566,-L (Brown dwarf) Star-L (Brown dwarf) Star-,0,false,,,false
LHS 2657,62.71,true,2,2,LHS 2657 B,1609,L (Brown dwarf) Star,37696,false,false,1,0.0649,25632.838939499998,25578.79908838421,LHS 2657 B,L (Brown dwarf) Star,9,37696,0.2965,V,9070,1609,1117,0.507,LHS 2657 B 5 a,38813,Icy body,27,2765.9573,-M (Red dwarf) Star-L (Brown dwarf) Star-,0,true,2930,V,false
LP 580-33,72.51,true,2,2,LP 580-33 B,1607,L (Brown dwarf) Star,266226,false,false,1,0.1744,218925.569421,215570.51109936472,LP 580-33 B,L (Brown dwarf) Star,9,266226,0.2662,V,9574,1607,947,0.4914,LP 580-33 B 7,265279,Icy body,25,4589.3765,-M (Red dwarf) Star-L (Brown dwarf) Star-,1,true,2782,V,false
LHS 3719,61.53,true,2,2,LHS 3719 B,1606,L (Brown dwarf) Star,94344,false,false,1,0.0573,74068.409961,73946.71595482502,LHS 3719 B,L (Brown dwarf) Star,9,94344,0.2862,V,7732,1606,419,0.5151,LHS 3719 B 5,93925,Icy body,40,4327.2402,-M (Red dwarf) Star-L (Brown dwarf) Star-,0,true,2949,V,false
Piscium Sector YQ-L a8-1,64.85,true,1,1,Piscium Sector YQ-L a8-1,1605,L (Brown dwarf) Star,0,false,false,0,,0,0,Piscium Sector YQ-L a8-1,L (Brown dwarf) Star,9,0,0.3096,V,274,1605,1307,0.3096,Piscium Sector YQ-L a8-1 7,1307,Icy body,21,5933.4482,-L (Brown dwarf) Star-,0,false,,,false
Asgarage,29.52,true,2,2,Asgarage B,1603,L (Brown dwarf) Star,4297,false,false,1,0.1401,3789.4938705,3752.119453481574,Asgarage B,L (Brown dwarf) Star,9,4297,0.2552,V,3054,1603,283,0.5546,Asgarage B 5,4014,Icy body,135,2315.9551,-L (Brown dwarf) Star-M (Red dwarf) Star-,1,true,3168,Va,false
Core Sys Sector GB-O a6-1,44.05,true,1,1,Core Sys Sector GB-O a6-1,1601,L (Brown dwarf) Star,0,false,false,0,,0,0,Core Sys Sector GB-O a6-1,L (Brown dwarf) Star,9,0,0.2773,V,770,1601,1472,0.2773,Core Sys Sector GB-O a6-1 5,1472,Icy body,20,7247.689,-L (Brown dwarf) Star-,0,false,,,false
LFT 140,36.14,true,2,2,LFT 140 B,1599,L (Brown dwarf) Star,21448,false,false,1,0.112,13335.210018,13251.307632532405,LFT 140 B,L (Brown dwarf) Star,9,21448,0.2778,V,9268,1599,170,0.498,LFT 140 B 7,21278,Icy body,110,7713.0566,-M (Red dwarf) Star-L (Brown dwarf) Star-,1,true,2762,V,false
Alrai Sector SI-T a3-1,74.33,true,1,1,Alrai Sector SI-T a3-1,1597,L (Brown dwarf) Star,0,false,false,0,,0,0,Alrai Sector SI-T a3-1,L (Brown dwarf) Star,9,0,0.2822,V,5612,1597,1729,0.2822,Alrai Sector SI-T a3-1 6,1729,Icy body,20,5999.4058,-L (Brown dwarf) Star-,0,false,,,false
Lovedu,78.77,true,1,1,Lovedu,1588,L (Brown dwarf) Star,0,false,false,0,,0,0,Lovedu,L (Brown dwarf) Star,9,0,0.2652,V,2182,1588,990,0.2652,Lovedu 4 b,990,Icy body,22,1222.0206,-L (Brown dwarf) Star-,1,false,,,false
LP 386-49,49.41,true,3,3,LP 386-49 C,1584,L (Brown dwarf) Star,102158,false,false,1,0.2996,66604.2432705,63544.77092540241,LP 386-49 C,L (Brown dwarf) Star,9,102158,0.2815,V,1828,1584,2571,0.582,LP 386-49 C 6,99587,Icy body,20,4919.3223,-M (Red dwarf) Star-L (Brown dwarf) Star-L (Brown dwarf) Star-,0,true,3388,V,false
Picaurukan,79.43,true,2,2,Picaurukan B,1584,L (Brown dwarf) Star,144206,false,false,1,0.153,82460.1271455,81489.25716735776,Picaurukan B,L (Brown dwarf) Star,9,144206,0.2707,V,940,1584,1523,0.4542,Picaurukan B 6,142683,Icy body,20,6741.8115,-M (Red dwarf) Star-L (Brown dwarf) Star-,1,true,2220,Va,false
Puppis Sector WJ-R a4-1,63.56,true,1,1,Puppis Sector WJ-R a4-1,1581,L (Brown dwarf) Star,0,false,false,0,,0,0,Puppis Sector WJ-R a4-1,L (Brown dwarf) Star,9,0,0.2845,V,818,1581,1345,0.2845,Puppis Sector WJ-R a4-1 5,1345,Icy body,20,5039.8135,-L (Brown dwarf) Star-,0,false,,,false
