===== PARAMETERS =====
Total rows : 5415
Reference system: Sol
Area of search : 1000 ly
Gas types Class I gas giant +Class II gas giant +Class III gas giant +Class IV gas giant +Class V gas giant +Gas giant with ammonia-based life +Gas giant with water-based life +Hellium-rich gas giant
Ref star types : M (Red giant) Star + M (Red dwarf) Star + M (Red super giant) Star + T Tauri Star
==========
System name,Distance from Sol (ly),System stars count,System suitable stars count,Gas Body Name,Gas Body Surface Temperature (K),Gas Sub Type,Gas distance from arrival (ls),Gas has multiple stars ?,Gas star as orbit center ?,Gas orbit centers count,Gas orbital eccentricity,Gas semi major axis (ls),Gas semi minor axis (ls),Ref Star Name,Ref Star Sub Type,Ref Star Temp Class,Ref Star Distance from arrival (ls),Ref Star Radius,Ref Star Luminosity,Ref Star Age,Ref Star Temperature,Biggest Suitable Star Radius,Has T Tauri Star ?,8th Moon Name,8th Moon Distance from arrival (ls),8th Moon Sub Type,8th Moon Surface Temperature (K),8th Moon Radius
Praea Euq GH-L c8-4,689.57,3,2,Praea Euq GH-L c8-4 BC 13,724,Class III gas giant,46598.2227,true,false,0,0.1947,1.097811,1.0768020147435793,Praea Euq GH-L c8-4 B,M (Red dwarf) Star,5,49389.0039,0.5806,Va,386,0.5806,false,3028,Praea Euq GH-L c8-4 BC 13 g a,46596.8008,Icy body,114,601.9843
Wregoe KA-L c22-4,344.35,1,1,Wregoe KA-L c22-4 1,724,Class III gas giant,663.0916,false,true,2,0.0445,0.199602,0.19940427113309406,Wregoe KA-L c22-4,M (Red dwarf) Star,2,0,0.6487,Va,8510,0.6487,false,3554,Wregoe KA-L c22-4 1 f,681.0363,Rocky body,151,2074.9907
Stock 1 Sector VI-H b11-0,830.01,1,1,Stock 1 Sector VI-H b11-0 4,723,Class III gas giant,891.6036,false,true,1,0.0029,889.3766115,889.3728716634857,Stock 1 Sector VI-H b11-0,M (Red dwarf) Star,2,0,0.5773,Va,2534,0.5773,false,3503,Stock 1 Sector VI-H b11-0 4 g,893.563,Rocky body,130,1466.5732
HIP 15804,454.29,2,1,HIP 15804 AB 2,722,Class III gas giant,1270.1765,true,false,0,0.0052,1263.879864,1263.8627762287247,HIP 15804 B,M (Red dwarf) Star,3,298.7361,0.5599,Va,1864,0.5599,false,3330,HIP 15804 AB 2 h,1217.3855,Icy body,2174,3581.2781
Swoilz FD-Q d6-17,907.27,3,1,Swoilz FD-Q d6-17 AB 5,721,Class III gas giant,3087.2939,true,false,0,0.0026,3079.0604519999997,3079.050044758084,Swoilz FD-Q d6-17 B,M (Red dwarf) Star,1,10.0063,0.6659,Va,1206,0.6659,false,3631,Swoilz FD-Q d6-17 AB 5 h,3054.4639,Rocky body,184,2214.3716
NGC 2632 Sector TP-F b11-0,496.04,1,1,NGC 2632 Sector TP-F b11-0 3,721,Class III gas giant,1226,false,false,0,0.0011,1224.3087675,1224.3080267929715,NGC 2632 Sector TP-F b11-0,M (Red dwarf) Star,2,0,0.5522,Va,4626,0.5522,false,3503,NGC 2632 Sector TP-F b11-0 3 g,1214,Icy body,96,2576.0837
HIP 97950,139.20,3,1,HIP 97950 ABC 1,718,Class III gas giant,1970.653,true,false,1,0.0003,1662.784461,1662.7843861746974,HIP 97950 B,M (Red dwarf) Star,6,817.8988,0.5062,Va,9086,0.5062,false,2792,HIP 97950 ABC 1 g,1966.0033,Rocky body,172,1144.8555
Synuefai ZZ-O c22-8,897.25,2,1,Synuefai ZZ-O c22-8 AB 4,718,Class III gas giant,3256.0608,true,false,1,0.0017,3182.8035915,3182.7989923454875,Synuefai ZZ-O c22-8 B,M (Red dwarf) Star,4,634.7635,0.5115,Va,1488,0.5115,false,3168,Synuefai ZZ-O c22-8 AB 4 h,3258.8157,Icy body,106,1787.676
HR 6999,156.44,4,1,HR 6999 ABCD 6,715,Class III gas giant,2677.6167,true,false,2,0.0244,0.8483084999999999,0.8480559379287844,HR 6999 D,M (Red dwarf) Star,8,43.9501,0.4995,Va,3184,0.4995,false,2477,HR 6999 ABCD 6 g,2670.5994,Rocky body,221,1074.9552
HIP 19087,657.60,2,1,HIP 19087 A 6,714,Class III gas giant,1868.6042,false,true,2,0.0034,1872.566163,1872.555339536298,HIP 19087 B,M (Red dwarf) Star,9,27455.082,0.4183,Va,5138,0.4183,false,2261,HIP 19087 A 6 g a,1857.3577,Rocky body,351,710.4151
Praea Euq FU-Q b18-0,824.14,1,1,Praea Euq FU-Q b18-0 8,713,Class III gas giant,1100.9696,false,true,1,0.0057,1097.711199,1097.693366536727,Praea Euq FU-Q b18-0,M (Red dwarf) Star,1,0,0.6163,Va,408,0.6163,false,3606,Praea Euq FU-Q b18-0 8 f a,1121.7872,Icy body,108,1247.0493
Swoiwns IV-U c4-3,749.60,4,2,Swoiwns IV-U c4-3 ABCD 3,711,Class III gas giant,2845.2725,true,false,1,0.0013,2845.4762115,2845.4738070715853,Swoiwns IV-U c4-3 C,M (Red dwarf) Star,4,74.8589,0.5119,Va,6946,0.6144,false,3230,Swoiwns IV-U c4-3 ABCD 3 h,2831.6179,Icy body,99,4033.1687
Wredguia VF-A b55-10,407.93,1,1,Wredguia VF-A b55-10 2,706,Class III gas giant,685.5938,false,true,1,0.0021,684.6847605,684.6832507684387,Wredguia VF-A b55-10,M (Red dwarf) Star,2,0,0.5613,Va,1350,0.5613,false,3464,Wredguia VF-A b55-10 2 g,711.9609,Icy body,112,2845.376
Lyncis Sector SI-T b3-0,150.08,1,1,Lyncis Sector SI-T b3-0 11,701,Class III gas giant,2081.6846,false,true,1,0.0056,2080.5514470000003,2080.5188236975423,Lyncis Sector SI-T b3-0,M (Red dwarf) Star,1,0,0.5997,Vz,212,0.5997,false,3673,Lyncis Sector SI-T b3-0 11 g,2087.5684,Icy body,98,1713.1179
Kepler-138,200.01,1,1,Kepler-138 4,701,Class III gas giant,1346,false,false,0,0.0003,1345.8663855,1345.866324936011,Kepler-138,M (Red dwarf) Star,3,0,0.5873,V,1820,0.5873,false,3385,Kepler-138 4 g,1281,Icy body,81,3848.2512
Baudu,49.95,2,2,Baudu AB 8,696,Class III gas giant,3089.1548,true,false,1,0.0148,3093.5814975,3093.242669899178,Baudu B,M (Red dwarf) Star,5,34.0603,0.5407,Va,8822,0.63,false,3085,Baudu AB 8 g,3095.4724,Icy body,80,3792.0066
Wregoe TL-C d13-20,493.01,2,1,Wregoe TL-C d13-20 AB 3,695,Class III gas giant,4127.4692,true,false,0,0.0002,4368.0402675000005,4368.0401801391945,Wregoe TL-C d13-20 B,M (Red dwarf) Star,1,1823.2341,0.6015,Va,1906,0.6015,false,3625,Wregoe TL-C d13-20 AB 3 h,4195.4946,Icy body,112,3707.0459
HIP 33118,893.61,2,1,HIP 33118 AB 2,692,Class III gas giant,1963.9266,true,false,1,0.0009,2185.2925965,2185.291711456319,HIP 33118 B,M (Red dwarf) Star,5,769.5051,0.5453,Va,5892,0.5453,false,3089,HIP 33118 AB 2 f,1988.6112,Rocky body,339,1782.957
Hmontabozho,143.86,3,1,Hmontabozho AB 3,687,Class III gas giant,2716.1831,true,false,2,0.0198,2743.0304849999998,2742.4927434551146,Hmontabozho C,M (Red dwarf) Star,9,21857.3066,0.3894,Va,1808,0.3894,false,2193,Hmontabozho AB 3 h,2692.4705,Icy body,113,2030.016
Col 285 Sector FN-O b21-4,143.08,1,1,Col 285 Sector FN-O b21-4 8,687,Class III gas giant,1428.5186,false,true,1,0.0006,1427.8030065,1427.8027494954356,Col 285 Sector FN-O b21-4,M (Red dwarf) Star,4,0,0.507,Va,428,0.507,false,3242,Col 285 Sector FN-O b21-4 8 h,1395,Icy body,79,1627.6271
Synuefe ZJ-Z c16-5,430.51,2,1,Synuefe ZJ-Z c16-5 AB 1,684,Class III gas giant,2015.1349,true,false,1,0,2354.30559,2354.30559,Synuefe ZJ-Z c16-5 B,M (Red dwarf) Star,7,1667,0.5028,,5724,0.5028,false,2559,Synuefe ZJ-Z c16-5 AB 1 g,2045,Icy body,111,5448.3794
Col 285 Sector SI-J c9-8,217.15,2,2,Col 285 Sector SI-J c9-8 11,682,Class III gas giant,2865.5176,false,false,0,0.0012,2868.9294465,2868.9273808700545,Col 285 Sector SI-J c9-8 10,T Tauri Star,9,1979.3374,0.0674,,202,0.9753,true,333,Col 285 Sector SI-J c9-8 11 g,2901.0508,Icy body,104,2688.7209
Lak,104.29,2,1,Lak AB 1,681,Class III gas giant,2319.5049,true,false,1,0.0002,2363.487282,2363.4872347302535,Lak B,M (Red dwarf) Star,4,1401.1917,0.5407,Va,1150,0.5407,false,3121,Lak AB 1 g,2315.0413,Rocky body,132,1957.796
Col 173 Sector EZ-D c13-4,924.30,3,1,Col 173 Sector EZ-D c13-4 BC 1,680,Class III gas giant,21613.6562,true,false,2,0.0098,1383.042258,1382.9758427161016,Col 173 Sector EZ-D c13-4 C,M (Red dwarf) Star,6,21801.7168,0.4624,Va,1300,0.4624,false,2768,Col 173 Sector EZ-D c13-4 BC 1 f a,22063.7871,Rocky body,182,437.3558
Col 285 Sector JJ-O c7-11,356.12,2,1,Col 285 Sector JJ-O c7-11 AB 1,677,Class III gas giant,2861.7007,true,false,0,0.0004,3283.5527009999996,3283.552438315773,Col 285 Sector JJ-O c7-11 B,M (Red dwarf) Star,1,1885.2433,0.5686,Va,1686,0.5686,false,3689,Col 285 Sector JJ-O c7-11 AB 1 h,2842.438,Icy body,107,2115.5637
Synuefe DV-I c24-2,740.69,2,1,Synuefe DV-I c24-2 A 1,677,Class III gas giant,566.0743,false,false,0,0.0002,566.071272,566.0712606785745,Synuefe DV-I c24-2 B,M (Red dwarf) Star,9,106344.5547,0.3489,Va,5910,0.3489,false,2281,Synuefe DV-I c24-2 A 1 h,554.657,Rocky body,196,1340.5824
HIP 46484,303.96,6,1,HIP 46484 ABCD 2,675,Class III gas giant,2589,true,false,0,0.0016,2686.5930194999996,2686.5895806587337,HIP 46484 D,M (Red dwarf) Star,9,851,0.328,,808,0.328,false,2036,HIP 46484 ABCD 2 h,2565,Rocky body,182,679.2598
HIP 85388,344.40,6,2,HIP 85388 ABCD 2,671,Class III gas giant,1430.8215,true,false,1,0.0003,1386.934497,1386.934434587946,HIP 85388 C,M (Red dwarf) Star,2,158.7422,0.6248,Va,2432,0.6248,false,3462,HIP 85388 ABCD 2 g a,1438,Rocky body,205,758.3339
HIP 82186,187.64,2,1,HIP 82186 AB 8,671,Class III gas giant,15785.8936,true,false,0,0.0066,15703.6374495,15703.295420551614,HIP 82186 B,M (Red dwarf) Star,4,728.0271,0.5763,Va,1392,0.5763,false,3106,HIP 82186 AB 8 f a,15830.2627,Icy body,109,1140.3176
Milceni,105.48,3,2,Milceni A 8,670,Class III gas giant,2140.6904,false,true,2,0,2140.631649,2140.631649,Milceni C,M (Red dwarf) Star,8,450903.7812,0.4172,Va,924,0.5173,false,2449,Milceni A 8 h,2119.7109,Rocky Ice world,121,1203.168
Synuefe CF-P c22-15,630.86,4,1,Synuefe CF-P c22-15 AB 5,669,Class III gas giant,3540.5496,true,false,2,0.0001,3387.445542,3387.445525062772,Synuefe CF-P c22-15 B,M (Red dwarf) Star,3,568.7864,0.6754,Va,446,0.6754,false,3296,Synuefe CF-P c22-15 AB 5 h,3521.9089,Rocky Ice world,118,1538.2386
Praea Euq BA-A d132,302.85,1,1,Praea Euq BA-A d132 7,668,Class III gas giant,2055.0693,false,false,0,0.0046,2045.621097,2045.599454214303,Praea Euq BA-A d132,T Tauri Star,0,0,0.9337,Va,204,0.9337,true,4395,Praea Euq BA-A d132 7 h,2033.2281,Icy body,112,1468.092
60 b Leonis,126.74,3,1,60 b Leonis ABC 1,667,Class III gas giant,4798.7148,true,false,1,0.0003,5013.503235,5013.50300939235,60 b Leonis C,M (Red dwarf) Star,5,3271.7004,0.5186,Va,492,0.5186,false,2873,60 b Leonis ABC 1 g,4876.1416,Icy body,162,5007.3325
Synuefai FB-F c27-6,965.15,2,1,Synuefai FB-F c27-6 AB 1,666,Class III gas giant,2354.3911,true,false,1,0,1995.820398,1995.820398,Synuefai FB-F c27-6 B,M (Red dwarf) Star,6,1124.6451,0.499,Va,7880,0.499,false,2737,Synuefai FB-F c27-6 AB 1 g,2337.9258,Icy body,108,2277.6382
HR 8718,127.29,2,1,HR 8718 AB 1,665,Class III gas giant,3064.4019,true,false,1,0.0012,2689.7866515,2689.7847148529136,HR 8718 B,M (Red dwarf) Star,3,1598.3691,0.6423,Va,2552,0.6423,false,3350,HR 8718 AB 1 f,3057.0833,Rocky body,192,1580.9333
HIP 100035,193.67,4,2,HIP 100035 ABCD 1,664,Class III gas giant,5359.8418,true,false,0,0.0051,4908.6622845,4908.598446931884,HIP 100035 D,M (Red dwarf) Star,9,2180.2026,0.342,Va,2496,0.5848,false,2298,HIP 100035 ABCD 1 g a,5348.252,Rocky body,164,610.5766
Synuefe TC-H b40-0,807.17,3,3,Synuefe TC-H b40-0 AB 10,663,Class III gas giant,2380,true,false,0,0.0081,2382.150069,2382.071921285147,Synuefe TC-H b40-0 B,M (Red dwarf) Star,5,11,0.5688,,1460,0.5855,false,3099,Synuefe TC-H b40-0 AB 10 f a,2372,Icy body,92,827.4547
Col 285 Sector RD-I c10-29,250.72,2,1,Col 285 Sector RD-I c10-29 AB 3,661,Class III gas giant,1720.0392,true,false,1,0.0018,1931.2990515,1931.295922793002,Col 285 Sector RD-I c10-29 B,M (Red dwarf) Star,4,561.2014,0.5955,Va,1494,0.5955,false,3152,Col 285 Sector RD-I c10-29 AB 3 h,1755.9781,Icy body,107,3606.2639
Musca Dark Region CG-X c1-38,445.30,1,1,Musca Dark Region CG-X c1-38 13,660,Class III gas giant,1883.1265,false,false,0,0.0025,1887.636114,1887.6302151279267,Musca Dark Region CG-X c1-38,T Tauri Star,0,0,0.9595,Va,208,0.9595,true,4993,Musca Dark Region CG-X c1-38 13 g,1893.2931,Rocky body,156,1402.6761
Col 285 Sector CS-A c14-15,262.21,4,2,Col 285 Sector CS-A c14-15 ABC 2,660,Class III gas giant,5012.9316,true,false,1,0.0057,5145.789460499999,5145.705866471215,Col 285 Sector CS-A c14-15 C,M (Red dwarf) Star,8,887.041,0.4607,Va,3882,0.4607,false,2468,Col 285 Sector CS-A c14-15 ABC 2 h,5013.0957,Icy body,91,4642.5024
HR 54,634.58,4,3,HR 54 ABCD 1,660,Class III gas giant,951.0476,true,false,0,0.0001,1133.839161,1133.8391553308043,HR 54 D,M (Red dwarf) Star,5,530.5079,0.5326,Va,9898,0.5612,false,2995,HR 54 ABCD 1 g,958.093,Rocky body,550,1106.4821
HIP 80314,789.74,4,1,HIP 80314 AB 3,657,Class III gas giant,1053.5703,true,false,2,0.0033,1058.689008,1058.6832434226574,HIP 80314 C,M (Red dwarf) Star,3,44898.4844,0.5519,Va,5876,0.5519,false,3254,HIP 80314 AB 3 h,1043.6549,Rocky body,417,729.3441
Col 359 Sector CA-G c11-19,671.18,2,1,Col 359 Sector CA-G c11-19 ABC 1,653,Class III gas giant,4027.4502,true,false,0,0.0677,0.598806,0.5974321732546789,Col 359 Sector CA-G c11-19 B,M (Red dwarf) Star,1,1887.8445,0.5898,,1614,0.5898,false,3658,Col 359 Sector CA-G c11-19 ABC 1 g,4038.585,Rocky body,126,1476.769
HIP 7536,585.58,7,2,HIP 7536 DEFG 2,651,Class III gas giant,320821.7188,true,false,2,0.0494,4286.8022535,4281.568388046873,HIP 7536 F,M (Red dwarf) Star,4,317872.4062,0.5402,Va,1320,0.5402,false,3172,HIP 7536 DEFG 2 h,320844.3125,Icy body,102,2241.0928
Milceni,105.48,3,2,Milceni A 9,649,Class III gas giant,3162.8188,false,true,2,0.0232,3117.4339365,3116.5948597576457,Milceni C,M (Red dwarf) Star,8,450903.7812,0.4172,Va,924,0.5173,false,2449,Milceni A 9 h,3134.3562,Icy body,88,4306.0732
Zelada,83.29,1,1,Zelada 10,645,Class III gas giant,2186.2981,false,true,2,0.119,0.8483084999999999,0.8422806354290355,Zelada,M (Red dwarf) Star,3,0,0.5938,V,2968,0.5938,false,3344,Zelada 10 h,2208.981,Icy body,150,4105.8213
Eotienses,115.38,3,1,Eotienses ABC 1,644,Class III gas giant,1890.73,true,false,1,0.0002,2134.4938875,2134.4938448101216,Eotienses A,M (Red dwarf) Star,5,0,0.5431,Va,368,0.5431,false,3065,Eotienses ABC 1 h,1832.6603,Icy body,60,5403.1611
HR 6001,478.92,1,1,HR 6001 2,643,Class III gas giant,996.183,false,false,0,0.0003,996.213582,996.2135371703877,HR 6001,M (Red giant) Star,6,0,51.6721,III,5766,51.6721,false,2732,HR 6001 2 h,1007.6589,Rocky body,606,1020.279
Uram,70.33,2,1,Uram A 2,642,Class III gas giant,1043.2306,false,true,2,0.0092,1040.625027,1040.5809868169472,Uram B,M (Red dwarf) Star,6,90236.1797,0.4418,Va,7144,0.4418,false,2709,Uram A 2 h,1049.0564,Rocky body,170,801.8766
Synuefe EW-V c18-2,348.95,3,1,Synuefe EW-V c18-2 ABC 6,641,Class III gas giant,2272.0977,true,false,0,0.0015,2349.5650425,2349.5623992378405,Synuefe EW-V c18-2 B,M (Red dwarf) Star,2,165.3955,0.594,Va,10024,0.594,false,3487,Synuefe EW-V c18-2 ABC 6 g,2256.8843,Icy body,89,3505.0098
HIP 117965,198.64,4,2,HIP 117965 ABCD 2,640,Class III gas giant,4722.749,true,false,2,0.0502,112.675329,112.53326627455812,HIP 117965 C,M (Red dwarf) Star,5,1980.8337,0.5508,Va,1016,0.5508,false,3024,HIP 117965 ABCD 2 f,4736.2949,Icy body,82,3454.541
Synuefai DX-N c9-6,794.80,2,1,Synuefai DX-N c9-6 A 8,640,Class III gas giant,1487.3685,false,false,0,0.0162,1464.7293765,1464.5371620992014,Synuefai DX-N c9-6 B,M (Red dwarf) Star,1,49791.8242,0.5997,,236,0.5997,false,3669,Synuefai DX-N c9-6 A 8 h,1466.951,Icy body,125,2292.002
Synuefai QY-L c10-6,666.07,4,2,Synuefai QY-L c10-6 ABCD 5,639,Class III gas giant,1609.6844,true,false,1,0.0041,1505.4481845,1505.4355311548334,Synuefai QY-L c10-6 C,M (Red dwarf) Star,9,399.1316,0.4251,Va,8082,0.4251,false,2290,Synuefai QY-L c10-6 ABCD 5 h,1608.0413,Icy body,108,4413.2832
HIP 31332,152.77,2,1,HIP 31332 AB 1,638,Class III gas giant,1726.1025,true,false,1,0,1673.3134665,1673.3134665,HIP 31332 B,M (Red dwarf) Star,4,1034.9854,0.5291,Va,3400,0.5291,false,3188,HIP 31332 AB 1 f a,1741.3173,Rocky body,217,445.5342
Wredguia FR-C c26-32,403.74,1,1,Wredguia FR-C c26-32 8,638,Class III gas giant,1313.8004,false,false,0,0.0004,1313.281359,1313.281253937487,Wredguia FR-C c26-32,M (Red dwarf) Star,1,0,0.6149,Va,9666,0.6149,false,3609,Wredguia FR-C c26-32 8 i,1329.9247,Icy body,102,1875.8374
Swoiwns UT-P d6-17,950.95,2,1,Swoiwns UT-P d6-17 A 8,636,Class III gas giant,4429.6841,false,true,2,0.0124,4402.22211,4401.88365415344,Swoiwns UT-P d6-17 B,M (Red dwarf) Star,4,30066.3477,0.5539,Va,726,0.5539,false,3108,Swoiwns UT-P d6-17 A 8 e,4364.7178,Icy body,86,4840.689
Synuefe EN-H d11-65,767.04,1,1,Synuefe EN-H d11-65 9,635,Class III gas giant,1816.08,false,true,1,0.0002,1816.4281005,1816.4280641714374,Synuefe EN-H d11-65,M (Red dwarf) Star,4,0,0.4794,Va,644,0.4794,false,3132,Synuefe EN-H d11-65 9 f a,1796.6799,Icy body,187,1021.0801
Antliae Sector IR-W c1-28,195.44,1,1,Antliae Sector IR-W c1-28 16,635,Class III gas giant,2154,false,false,0,0.0003,2154.3542865,2154.354189554055,Antliae Sector IR-W c1-28,M (Red dwarf) Star,3,0,0.5586,Va,268,0.5586,false,3260,Antliae Sector IR-W c1-28 16 g,2139,Icy body,84,4590.5327
HIP 13059,229.87,3,1,HIP 13059 A 6,632,Class III gas giant,1710.8882,false,true,2,0.0028,1711.8366525,1711.8299420871697,HIP 13059 B,M (Red dwarf) Star,5,165928.7656,0.4872,Va,3208,0.4872,false,3086,HIP 13059 A 6 h,1739.9242,Icy body,106,4497.7544
Synuefe WY-Q b24-0,553.29,1,1,Synuefe WY-Q b24-0 6,632,Class III gas giant,1696.0819,false,true,1,0.0007,1697.315607,1697.3151911576253,Synuefe WY-Q b24-0,M (Red dwarf) Star,4,0,0.5056,Va,1234,0.5056,false,3170,Synuefe WY-Q b24-0 6 h,1706.5715,Icy body,79,5777.8506
Col 285 Sector UZ-K b23-6,267.30,1,1,Col 285 Sector UZ-K b23-6 5,631,Class III gas giant,1752.3889,false,false,0,0.0007,1753.2540675,1753.2536379527007,Col 285 Sector UZ-K b23-6,M (Red dwarf) Star,2,0,0.6037,Va,1582,0.6037,false,3473,Col 285 Sector UZ-K b23-6 5 g a,1748.0024,Icy body,95,1040.2971
Praea Euq AE-K c8-30,853.63,2,1,Praea Euq AE-K c8-30 AB 6,631,Class III gas giant,2775.7087,true,false,0,0.0095,2727.960534,2727.8374320033518,Praea Euq AE-K c8-30 B,M (Red dwarf) Star,3,137.1862,0.5264,Va,1744,0.5264,false,3296,Praea Euq AE-K c8-30 AB 6 h,2807.8496,Icy body,102,3398.5291
Synuefai NU-M d8-57,990.59,5,1,Synuefai NU-M d8-57 ABCDE 1,631,Class III gas giant,3853.2666,true,false,0,0.1932,0.598806,0.5875241331716003,Synuefai NU-M d8-57 C,M (Red dwarf) Star,9,28.5038,0.4088,Va,3148,0.4088,false,2177,Synuefai NU-M d8-57 ABCDE 1 g,3856.6174,Rocky body,159,1358.7327
Praea Euq YK-O d6-18,922.10,3,2,Praea Euq YK-O d6-18 A 5,628,Class III gas giant,3083.3564,false,true,3,0.1559,0.698607,0.6900650227530866,Praea Euq YK-O d6-18 C,M (Red dwarf) Star,9,382543.5938,0.3675,VI,4574,0.4346,false,2137,Praea Euq YK-O d6-18 A 5 g,3080.3018,Rocky body,161,1344.3521
HIP 108282,182.43,4,1,HIP 108282 ABC 7,627,Class III gas giant,3801.7588,true,false,2,0.1642,5.4391545,5.365329224502164,HIP 108282 B,M (Red dwarf) Star,9,4.2853,0.3746,Va,5662,0.3746,false,2256,HIP 108282 ABC 7 f,3780.9487,Icy body,82,3674.1042
LHS 277,53.11,1,1,LHS 277 5,627,Class III gas giant,2211.5781,false,true,1,0.0065,2221.869663,2221.8227255075867,LHS 277,M (Red dwarf) Star,2,0,0.5996,V,3242,0.5996,false,3427,LHS 277 5 h,2189.5774,Icy body,43,5091.4375
Praea Euq VZ-P d5-24,825.37,3,2,Praea Euq VZ-P d5-24 ABC 1,624,Class III gas giant,2723.3894,true,false,2,0.0556,0.6487065,0.6477030312159833,Praea Euq VZ-P d5-24 C,M (Red dwarf) Star,9,1878.2462,0.3993,VI,1416,0.541,false,2143,Praea Euq VZ-P d5-24 ABC 1 g a,2727.856,Rocky body,153,512.7922
Wregoe OB-R c19-1,495.92,2,1,Wregoe OB-R c19-1 AB 3,624,Class III gas giant,2077.9792,true,false,0,0.1128,2360.7427545,2345.6758171978186,Wregoe OB-R c19-1 B,M (Red dwarf) Star,6,680.786,0.4648,Va,9342,0.4648,false,2634,Wregoe OB-R c19-1 AB 3 h,2093.374,Icy body,82,3584.4778
Praea Euq HI-I b23-5,774.74,1,1,Praea Euq HI-I b23-5 3,623,Class III gas giant,383.3992,false,false,0,0.0004,383.23584,383.2358093411316,Praea Euq HI-I b23-5,M (Red dwarf) Star,3,0,0.6223,Va,12682,0.6223,false,3326,Praea Euq HI-I b23-5 3 h,389,Rocky body,174,788.5534
Col 359 Sector KR-D c12-4,764.92,4,2,Col 359 Sector KR-D c12-4 AB 3,623,Class III gas giant,1342.0912,true,false,2,0.0001,1511.086941,1511.0869334445651,Col 359 Sector KR-D c12-4 B,M (Red dwarf) Star,4,483.8798,0.6067,Va,4128,0.6067,false,3214,Col 359 Sector KR-D c12-4 AB 3 h,1330.3203,Rocky body,173,1871.1537
Synuefe FG-O c9-4,653.07,2,1,Synuefe FG-O c9-4 AB 3,622,Class III gas giant,2002,true,false,0,0.0005,1993.7744774999999,1993.7742282781746,Synuefe FG-O c9-4 B,M (Red dwarf) Star,5,683,0.5285,,12708,0.5285,false,3005,Synuefe FG-O c9-4 AB 3 g,2052,Icy body,95,2948.8442
Stock 2 Sector TE-H b10-2,931.47,2,2,Stock 2 Sector TE-H b10-2 AB 3,622,Class III gas giant,1403.7661,true,false,0,0.0904,1495.9171889999998,1489.7922124495506,Stock 2 Sector TE-H b10-2 B,M (Red dwarf) Star,4,134.516,0.4613,Va,478,0.6045,false,3209,Stock 2 Sector TE-H b10-2 AB 3 g,1356.0128,Icy body,86,2733.0874
HIP 1977,270.67,4,2,HIP 1977 ABCD 1,621,Class III gas giant,4152.5688,true,false,1,0,3124.869111,3124.869111,HIP 1977 C,M (Red dwarf) Star,5,2048.2966,0.4662,Va,5508,0.5031,false,2926,HIP 1977 ABCD 1 h,4120.519,Rocky body,174,1170.3063
Stock 1 Sector WD-S c4-28,823.29,3,1,Stock 1 Sector WD-S c4-28 AB 3,621,Class III gas giant,3385.9575,true,false,1,0.0375,3473.9730090000003,3471.5295123840488,Stock 1 Sector WD-S c4-28 B,M (Red dwarf) Star,2,710.1414,0.5923,Va,6650,0.5923,false,3531,Stock 1 Sector WD-S c4-28 AB 3 f,3440.0579,Icy body,98,4448.8862
Mirdhing,117.57,5,2,Mirdhing ABCDE 1,619,Class III gas giant,4547.8833,true,false,1,0,6834.5221815,6834.5221815,Mirdhing B,M (Red dwarf) Star,5,806.816,0.4283,Va,2252,0.4283,false,2822,Mirdhing ABCDE 1 h,4620.1001,Icy body,95,2445.7
HIP 64203,161.12,3,1,HIP 64203 AB 4,615,Class III gas giant,2620.9182,true,false,2,0.1282,2.1457215,2.1280157250254526,HIP 64203 B,M (Red dwarf) Star,5,324.781,0.4986,Va,5990,0.4986,false,2868,HIP 64203 AB 4 g,2602.5486,Icy body,92,4372.3105
Synuefai OS-R d5-2,692.25,2,1,Synuefai OS-R d5-2 AB 13,615,Class III gas giant,4203.3486,true,false,0,0.0177,4248.328968,4247.663436378624,Synuefai OS-R d5-2 B,M (Red dwarf) Star,2,58.0552,0.5847,Va,5858,0.5847,false,3451,Synuefai OS-R d5-2 AB 13 h,4196.6382,Rocky Ice world,124,1579.7347
Praea Euq VR-N c6-0,858.63,1,1,Praea Euq VR-N c6-0 3,614,Class III gas giant,2039.7521,false,true,1,0.0071,2052.2578635,2052.206135688643,Praea Euq VR-N c6-0,M (Red dwarf) Star,1,0,0.6954,Va,2496,0.6954,false,3631,Praea Euq VR-N c6-0 3 h,2018.6312,Icy body,88,1832.132
HIP 91644,130.99,1,1,HIP 91644 2,613,Class III gas giant,1914.2103,false,true,1,0.0005,1913.783976,1913.783736776988,HIP 91644,M (Red dwarf) Star,2,0,0.5834,V,4344,0.5834,false,3416,HIP 91644 2 g,1909.958,Icy body,68,5384.2227
HIP 79238,494.93,3,1,HIP 79238 ABC 5,612,Class III gas giant,1835.6139,true,false,1,0.0031,1917.376812,1917.3675989822839,HIP 79238 B,M (Red dwarf) Star,8,228.0157,0.419,Va,8942,0.419,false,2497,HIP 79238 ABC 5 h,1842.666,Icy body,113,4215.9165
HIP 1274,211.53,5,1,HIP 1274 A 6,610,Class III gas giant,4373.2803,false,false,0,0.1036,3.2435324999999997,3.226079189950896,HIP 1274 C,M (Red dwarf) Star,9,369710.6562,0.3457,VI,2354,0.3457,false,2096,HIP 1274 A 6 g,4386.979,Rocky body,128,1364.9196
